Source system ID,Plant (code),Plant (name),Calendar day,Operation Group,Material Unique (code),Material Unique (name),Stock Qty,ATP Quantity,ATP Qty (allow negative),Reserved Stock Qty,Stock in Transit Qty,Safety Stock Qty,Minimum Safety Stock Qty,Stock Value (EUR),ATP Stock Value (EUR),Reserved Stock Value (EUR),Safety Stock Value (EUR),Stock in Transit Value (EUR),Total Stock Value (EUR)
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200363,M6-FKM GASKET 04,2782,2303,942,278,3152,223,156,53887.46,48498.72,2992.65,4319.52,61054.38,114941.84
P01,NW05,Northwind Pacific,2026.04.03,OPS-M22-NBR,MAT-200367,M22-NBR GASKET 08,2621,1656,1299,164,353,78,55,31991.09,28791.98,1634.56,952.04,4308.61,36299.69
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200369,M8-NBR GASKET 10,9402,7380,3020,1404,222,886,620,226271.08,203643.97,21437.97,21322.72,5342.71,231613.79
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200373,M14-HNBR GASKET 14,10933,6219,5499,927,1116,608,426,43646.39,39281.75,2286.52,2427.24,4455.26,48101.65
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200378,M12-EPDM GASKET 19,2065,1604,1715,132,580,416,291,32510.86,29259.77,4211.08,6549.4,9131.38,41642.24
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200379,M6-FKM GASKET 20,9849,8481,8791,1927,574,1054,738,30225.34,27202.8,4739.77,3234.59,1761.53,31986.87
P01,NW05,Northwind Pacific,2026.04.03,OPS-M22-NBR,MAT-200383,M22-NBR GASKET 24,6805,3467,5148,206,664,1078,755,330487.41,297438.67,62004.72,52353.48,32247.41,362734.83
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200385,M8-NBR GASKET 26,7255,6658,4575,878,788,642,449,39144.55,35230.1,6797.67,3463.93,4251.68,43396.23
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200392,M10-BFG GASKET 33,3400,1791,1712,414,3191,1075,752,103341.06,93006.96,12464.4,32674.01,96988.63,200329.69
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200397,M14-HNBR GASKET 38,1628,1144,988,227,1587,1137,796,66493.69,59844.32,6729.08,46439.39,64819.1,131312.79
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200403,M6-FKM GASKET 04,2405,1513,2002,122,3171,794,556,10093.63,9084.26,1475.16,3332.37,13308.48,23402.11
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200416,M10-BFG GASKET 17,7594,5511,4290,1093,1369,61,43,282264.37,254037.93,45201.98,2267.33,50884.9,333149.26
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200419,M6-FKM GASKET 20,700,386,289,71,577,51,36,41626.09,37463.48,2600.26,3032.76,34311.79,75937.89
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200421,M14-HNBR GASKET 22,9160,4999,3951,611,2676,593,415,525919.68,473327.71,81236.4,34046.98,153642.04,679561.71
P01,NW05,Northwind Pacific,2026.04.03,OPS-M22-NBR,MAT-200423,M22-NBR GASKET 24,8771,7683,6345,476,1932,875,612,493647.28,444282.55,70136.42,49246.54,108736.35,602383.64
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200425,M8-NBR GASKET 26,292,258,188,29,3307,331,232,6038.62,5434.76,840.74,6845.15,68389.45,74428.07
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200426,M12-EPDM GASKET 27,3816,3582,2800,534,3404,356,249,95132.21,85618.98,9571.31,8875.02,84861.12,179993.32
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200427,M6-FKM GASKET 28,10041,7538,4713,1469,459,1062,743,274710.12,247239.11,34663.55,29055.09,12557.71,287267.83
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200433,M8-NBR GASKET 34,9802,8512,5423,1786,2582,797,558,409685.54,368716.99,68605.86,33311.51,107917.58,517603.12
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200435,M6-FKM GASKET 36,7136,6413,2384,1325,1633,575,402,88718.76,79846.88,5622.21,7148.72,20302.37,109021.13
P01,NW05,Northwind Pacific,2026.04.03,OPS-M18-AFLAS,MAT-200438,M18-AFLAS GASKET 39,9042,7648,3066,354,194,872,610,37916.87,34125.18,5194.29,3656.66,813.52,38730.39
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200440,M10-BFG GASKET 01,2397,1734,1081,479,1391,456,319,46382.56,41744.31,6616.85,8823.72,26916.2,73298.77
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200452,M20-SILI GASKET 13,10774,10141,6586,172,61,139,97,505925.73,455333.16,49467.25,6527.17,2864.44,508790.17
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200476,M20-SILI GASKET 37,9537,6387,8178,308,2398,589,412,439090.83,395181.75,64165.48,27118.01,110405.77,549496.6
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200477,M14-HNBR GASKET 38,4304,2309,2347,824,1584,801,561,110933.57,99840.21,9142.3,20645.4,40826.85,151760.42
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200480,M10-BFG GASKET 01,2204,1780,728,141,670,773,541,129690.93,116721.83,19529.74,45485.97,39425.1,169116.02
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200484,M20-SILI GASKET 05,5856,5539,2530,70,2872,190,133,125748.11,113173.3,8715.69,4079.94,61671.54,187419.65
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200500,M20-SILI GASKET 21,8291,5535,3789,438,2109,267,187,347903.74,313113.36,55878.88,11203.75,88497.04,436400.78
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200507,M6-FKM GASKET 28,3565,2504,2279,454,2884,579,405,118550.86,106695.77,16685.28,19254.12,95904.82,214455.68
P01,NW05,Northwind Pacific,2026.04.03,OPS-M18-AFLAS,MAT-200510,M18-AFLAS GASKET 31,3592,1899,1654,43,851,225,158,107363.76,96627.39,7406.75,6725.18,25436.13,132799.89
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200517,M14-HNBR GASKET 38,6840,4707,3153,248,3245,271,190,290155.96,261140.37,32019.03,11495.95,137654.4,427810.37
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200530,M12-EPDM GASKET 11,811,601,328,58,3094,452,316,15463.11,13916.8,2154.6,8618.16,58992.42,74455.53
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200548,M20-SILI GASKET 29,4955,3660,3835,3,1179,990,693,287472.38,258725.14,54846.46,57436.46,68401.6,355873.98
P01,NW05,Northwind Pacific,2026.04.03,OPS-M22-NBR,MAT-200559,M22-NBR GASKET 40,5866,5156,1953,529,1998,154,108,49885.95,44897.36,3377.63,1309.66,16991.5,66877.45
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200561,M8-NBR GASKET 02,2679,2465,893,194,1273,699,489,14210.88,12789.79,1622.94,3707.88,6752.69,20963.56
P01,NW05,Northwind Pacific,2026.04.03,OPS-M22-NBR,MAT-200567,M22-NBR GASKET 08,8169,7357,4241,1028,58,447,313,416796.62,375116.96,69739.2,22806.72,2959.26,419755.89
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200572,M20-SILI GASKET 13,9347,5951,7235,255,3377,521,365,525199.1,472679.19,49431.37,29274.5,189750.44,714949.53
P01,NW05,Northwind Pacific,2026.04.03,OPS-M18-AFLAS,MAT-200574,M18-AFLAS GASKET 15,9844,5079,6815,402,1036,464,325,321107.59,288996.83,53463.41,15135.51,33793.93,354901.52
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200586,M12-EPDM GASKET 27,6048,5572,3899,103,863,844,591,361222.05,325099.85,29825.05,50408.63,51543.42,412765.48
P01,NW05,Northwind Pacific,2026.04.03,OPS-M18-AFLAS,MAT-200590,M18-AFLAS GASKET 31,5036,3678,2362,383,1752,964,675,169590.46,152631.42,32327.5,32463.31,58999.7,228590.16
P01,NW05,Northwind Pacific,2026.04.03,OPS-M22-NBR,MAT-200591,M22-NBR GASKET 32,2436,1639,2170,26,1987,1148,804,102768.11,92491.3,18497.49,48430.95,83826.04,186594.15
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200595,M6-FKM GASKET 36,3002,2171,1558,174,1948,198,139,140202.35,126182.12,8580.82,9247.19,90977.41,231179.76
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200601,M8-NBR GASKET 02,7211,3913,2203,1211,3195,430,301,321920.73,289728.66,53792.59,19196.49,142634.41,464555.14
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200602,M12-EPDM GASKET 03,2341,1761,1238,59,1814,347,243,122578.41,110320.57,16878.52,18169.46,94983.87,217562.28
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200608,M10-BFG GASKET 09,10594,5358,5785,223,1127,1018,713,542173.06,487955.75,61175.77,52098.56,57676.9,599849.96
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200618,M12-EPDM GASKET 19,3578,2302,2567,289,2123,979,685,66357.53,59721.78,11404.22,18156.52,39373.12,105730.65
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200621,M14-HNBR GASKET 22,10483,6603,3411,620,1313,554,388,409427.73,368484.95,64585.67,21637.22,51280.99,460708.72
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200624,M10-BFG GASKET 25,8461,5827,6233,1053,1943,715,500,116876.83,105189.15,6964.91,9876.72,26839.82,143716.65
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200625,M8-NBR GASKET 26,6088,3729,2204,861,426,410,287,260421.45,234379.31,43532.18,17538.24,18222.66,278644.11
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200627,M6-FKM GASKET 28,5765,5123,4143,362,1645,230,161,200484.02,180435.62,24802.24,7998.5,57206.63,257690.65
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200629,M14-HNBR GASKET 30,4415,2680,3069,565,2978,237,166,72515.75,65264.18,11376.79,3892.69,48913.23,121428.98
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200634,M12-EPDM GASKET 35,2193,1527,1117,357,1827,789,552,106225.78,95603.2,20611.39,38218.03,88497.26,194723.04
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200645,M14-HNBR GASKET 06,3046,2358,1101,475,1658,479,335,15668.46,14101.61,2955.85,2463.95,8528.66,24197.12
P01,NW05,Northwind Pacific,2026.04.03,OPS-M18-AFLAS,MAT-200646,M18-AFLAS GASKET 07,7661,6037,5510,591,2106,897,628,29804.52,26824.07,5033.05,3489.71,8193.23,37997.75
P01,NW05,Northwind Pacific,2026.04.03,OPS-M18-AFLAS,MAT-200654,M18-AFLAS GASKET 15,7608,5485,2522,547,3241,440,308,152934.75,137641.28,25764.51,8844.81,65150.04,218084.8
P01,NW05,Northwind Pacific,2026.04.03,OPS-M22-NBR,MAT-200655,M22-NBR GASKET 16,11743,10505,4952,1894,1064,939,657,458391.8,412552.62,50749.52,36654.17,41533.58,499925.39
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200656,M10-BFG GASKET 17,11320,7418,4114,2058,292,404,283,371536.8,334383.12,73522.76,13259.79,9583.81,381120.61
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200661,M14-HNBR GASKET 22,1142,653,500,194,2432,162,113,39497.64,35547.88,3213.55,5602.99,84114.07,123611.71
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200668,M20-SILI GASKET 29,4335,2471,3502,709,995,489,342,70726.76,63654.09,10507.54,7978.17,16233.71,86960.47
P01,NW05,Northwind Pacific,2026.04.03,OPS-M22-NBR,MAT-200671,M22-NBR GASKET 32,4525,3583,1497,226,2169,154,108,83976.97,75579.27,9176.7,2858.0,40253.27,124230.24
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200672,M10-BFG GASKET 33,980,531,679,35,2500,322,225,10462.44,9416.2,930.63,3437.66,26689.9,37152.34
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200677,M14-HNBR GASKET 38,5566,3804,2847,812,1300,456,319,86311.31,77680.18,4878.04,7071.14,20158.95,106470.26
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200680,M10-BFG GASKET 01,7327,4900,4768,129,300,76,53,391686.42,352517.78,78105.39,4062.8,16037.39,407723.81
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200683,M6-FKM GASKET 04,11095,8408,6453,959,3431,582,407,575033.79,517530.41,107488.77,30164.01,177822.53,752856.31
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200697,M8-NBR GASKET 18,3956,2237,1923,128,3370,696,487,200388.94,180350.04,22081.96,35255.49,170705.44,371094.38
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200698,M12-EPDM GASKET 19,11093,6405,3872,650,748,733,513,333637.03,300273.33,20952.82,22045.97,22497.12,356134.14
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200701,M14-HNBR GASKET 22,11185,7443,4627,1809,2763,1007,705,151640.45,136476.41,26753.56,13652.39,37459.33,189099.78
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200705,M8-NBR GASKET 26,2685,1551,2203,49,1813,421,295,38048.05,34243.25,4543.16,5965.82,25691.29,63739.35
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200706,M12-EPDM GASKET 27,9713,8598,6124,1053,33,1054,738,379353.9,341418.51,37755.53,41165.35,1288.86,380642.75
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200729,M8-NBR GASKET 10,10996,6571,3857,918,3062,567,397,449840.55,404856.49,54452.47,23195.67,125264.8,575105.35
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200738,M12-EPDM GASKET 19,7045,4523,2861,461,1392,224,157,171181.6,154063.44,12732.25,5442.82,33823.25,205004.85
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200744,M10-BFG GASKET 25,3770,3097,2860,173,1314,1022,715,175030.84,157527.75,12297.68,47448.68,61005.44,236036.28
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200747,M6-FKM GASKET 28,9013,6987,3391,1567,2563,142,99,376753.25,339077.93,67809.25,5935.76,107136.2,483889.45
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200760,M10-BFG GASKET 01,1708,1303,659,255,833,763,534,87342.95,78608.66,5651.73,39017.96,42597.59,129940.54
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200762,M12-EPDM GASKET 03,10667,9552,8532,120,671,119,83,270221.21,243199.08,34423.05,3014.56,16998.07,287219.28
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200764,M20-SILI GASKET 05,3932,3258,3181,604,3257,812,568,61221.79,55099.61,9615.8,12642.95,50711.94,111933.73
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200765,M14-HNBR GASKET 06,9346,8548,8257,1793,1200,443,310,514151.89,462736.7,90235.96,24370.78,66015.65,580167.54
P01,NW05,Northwind Pacific,2026.04.03,OPS-M18-AFLAS,MAT-200774,M18-AFLAS GASKET 15,7532,3806,4306,447,2637,366,256,137722.94,123950.65,27428.25,6692.33,48217.66,185940.6
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200781,M14-HNBR GASKET 22,10153,7235,9104,157,2959,139,97,510301.42,459271.28,60134.12,6986.3,148722.73,659024.16
P01,NW05,Northwind Pacific,2026.04.03,OPS-M18-AFLAS,MAT-200782,M18-AFLAS GASKET 23,8097,4892,5150,540,24,653,457,52282.13,47053.92,3133.19,4216.41,154.97,52437.1
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200786,M12-EPDM GASKET 27,9506,7037,5513,535,2798,1153,807,366034.76,329431.28,19402.61,44397.02,107738.82,473773.58
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200788,M20-SILI GASKET 29,220,126,181,20,1434,781,547,11424.71,10282.24,1484.11,40557.74,74468.36,85893.08
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200800,M10-BFG GASKET 01,7934,6589,4461,916,854,300,210,465994.07,419394.67,31930.53,17620.14,50158.68,516152.75
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200804,M20-SILI GASKET 05,3820,2497,2802,324,3143,759,531,191449.71,172304.74,31530.97,38039.35,157520.01,348969.72
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200809,M8-NBR GASKET 10,6157,3782,3251,800,3065,416,291,157513.38,141762.05,27477.34,10642.45,78411.32,235924.71
P01,NW05,Northwind Pacific,2026.04.03,OPS-M8-NBR,MAT-200817,M8-NBR GASKET 18,11473,6208,5627,1190,2960,609,426,235038.65,211534.79,17856.61,12476.12,60639.28,295677.93
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200820,M20-SILI GASKET 21,10303,6822,7316,1705,2104,115,80,553399.53,498059.58,44398.95,6176.93,113011.03,666410.56
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200824,M10-BFG GASKET 25,1820,1303,917,238,218,1127,789,42708.59,38437.73,5890.22,26446.47,5115.64,47824.24
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200836,M20-SILI GASKET 37,3551,2970,1481,491,208,180,126,43322.77,38990.49,3832.4,2196.03,2537.63,45860.4
P01,NW05,Northwind Pacific,2026.04.03,OPS-M22-NBR,MAT-200839,M22-NBR GASKET 40,2556,1564,1662,422,167,654,458,52141.15,46927.04,3588.98,13341.28,3406.72,55547.87
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200843,M6-FKM GASKET 04,4065,3624,2811,675,3197,1145,802,225932.79,203339.51,25803.53,63639.12,177689.33,403622.12
P01,NW05,Northwind Pacific,2026.04.03,OPS-M22-NBR,MAT-200863,M22-NBR GASKET 24,2244,2052,1095,113,1760,768,538,118721.08,106848.97,9965.35,40631.81,93114.57,211835.65
P01,NW05,Northwind Pacific,2026.04.03,OPS-M10-BFG,MAT-200864,M10-BFG GASKET 25,3646,3430,3024,415,871,625,438,35962.82,32366.54,3202.34,6164.77,8591.23,44554.04
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200868,M20-SILI GASKET 29,6659,4361,4597,398,1790,131,92,71636.12,64472.51,14040.7,1409.27,19256.44,90892.56
P01,NW05,Northwind Pacific,2026.04.03,OPS-M18-AFLAS,MAT-200878,M18-AFLAS GASKET 39,3350,2326,2279,383,2455,99,69,131254.25,118128.82,20747.8,3878.86,96187.81,227442.06
P01,NW05,Northwind Pacific,2026.04.03,OPS-M20-SILI,MAT-200884,M20-SILI GASKET 05,1190,806,624,4,2998,99,69,10571.24,9514.12,882.58,879.46,26632.42,37203.66
P01,NW05,Northwind Pacific,2026.04.03,OPS-M6-FKM,MAT-200891,M6-FKM GASKET 12,10839,8639,4696,1327,1897,1081,757,307685.66,276917.09,24813.06,30686.24,53849.96,361535.61
P01,NW05,Northwind Pacific,2026.04.03,OPS-M14-HNBR,MAT-200893,M14-HNBR GASKET 14,7179,5392,2910,1228,2913,951,666,135392.0,121852.8,25371.59,17935.34,54937.58,190329.58
P01,NW05,Northwind Pacific,2026.04.03,OPS-M12-EPDM,MAT-200898,M12-EPDM GASKET 19,1852,1041,855,257,1517,432,302,24214.05,21792.64,2706.02,5648.2,19834.07,44048.12
P01,NW06,Northwind Southeast,2026.04.03,OPS-S140,MAT-100002,S140/PL.03 304TL 0.6mm,2689,2119,1238,33,1625,419,293,63680.41,57312.36,7233.91,9922.68,38482.95,102163.36
P01,NW06,Northwind Southeast,2026.04.03,OPS-S62,MAT-100012,S62/PL.13 304TL 0.8mm,3406,2768,1816,146,2879,512,358,201074.03,180966.63,16766.59,30226.04,169962.46,371036.49
P01,NW06,Northwind Southeast,2026.04.03,OPS-S140,MAT-100014,S140/PL.15 304TL 0.8mm,11082,6122,8818,534,1505,669,468,288594.15,259734.74,20044.6,17421.9,39192.76,327786.92
P01,NW06,Northwind Southeast,2026.04.03,OPS-PRO-12X,MAT-100019,PRO-12X/PL.20 304TL 0.4mm,4886,3277,2707,250,3131,771,540,41756.69,37581.02,8091.96,6589.11,26758.12,68514.81
P01,NW06,Northwind Southeast,2026.04.03,OPS-MX100,MAT-100020,MX100/PL.21 304TL 0.7mm,9575,5956,5785,1171,4,361,253,277686.48,249917.83,24473.9,10469.43,116.0,277802.48
P01,NW06,Northwind Southeast,2026.04.03,OPS-HT80,MAT-100023,HT80/PL.24 304TL 0.5mm,6779,5683,2834,34,852,978,685,352249.04,317024.14,34452.88,50818.64,44271.45,396520.5
P01,NW06,Northwind Southeast,2026.04.03,OPS-PRO-9X,MAT-100030,PRO-9X/PL.31 304TL 0.7mm,8105,5718,5681,1208,915,820,574,359993.19,323993.87,52363.26,36421.27,40640.81,400634.0
P01,NW06,Northwind Southeast,2026.04.03,OPS-S62,MAT-100036,S62/PL.37 304TL 0.5mm,9801,7747,6289,868,3158,704,493,251423.93,226281.54,27363.49,18059.63,81011.81,332435.74
P01,NW06,Northwind Southeast,2026.04.03,OPS-XL520,MAT-100053,XL520/PL.04 304TL 0.4mm,1426,724,534,64,257,517,362,45763.42,41187.08,5620.67,16591.65,8247.69,54011.11
P01,NW06,Northwind Southeast,2026.04.03,OPS-PRO-12X,MAT-100055,PRO-12X/PL.06 304TL 0.6mm,10340,8700,8802,1936,3354,865,606,364020.77,327618.69,43517.07,30452.41,118077.92,482098.69
P01,NW06,Northwind Southeast,2026.04.03,OPS-MX100,MAT-100056,MX100/PL.07 304TL 0.6mm,3615,2194,3091,557,2347,710,497,81639.0,73475.1,5239.13,16034.22,53003.25,134642.25
P01,NW06,Northwind Southeast,2026.04.03,OPS-MX200,MAT-100057,MX200/PL.08 304TL 0.8mm,1806,1560,1510,140,2667,1007,705,102437.16,92193.45,9129.43,57117.51,151273.48,253710.65
P01,NW06,Northwind Southeast,2026.04.03,OPS-S160,MAT-100063,S160/PL.14 304TL 0.3mm,10173,7781,3214,191,676,886,620,42609.88,38348.89,5483.14,3711.03,2831.44,45441.32
P01,NW06,Northwind Southeast,2026.04.03,OPS-PRO-12X,MAT-100067,PRO-12X/PL.18 304TL 0.8mm,7412,6798,2764,1218,3031,607,425,346997.16,312297.45,39758.4,28417.06,141898.06,488895.22
P01,NW06,Northwind Southeast,2026.04.03,OPS-S140,MAT-100074,S140/PL.25 304TL 0.6mm,6289,4442,3783,331,3459,963,674,197517.18,177765.47,34875.5,30244.72,108636.02,306153.21
P01,NW06,Northwind Southeast,2026.04.03,OPS-XL420,MAT-100076,XL420/PL.27 304TL 0.4mm,11766,7542,8779,1983,3275,1025,718,273511.29,246160.16,52454.4,23827.05,76130.33,349641.62
P01,NW06,Northwind Southeast,2026.04.03,OPS-S62,MAT-100084,S62/PL.35 304TL 0.6mm,3792,3046,2993,372,608,851,596,170871.05,153783.95,23091.84,38346.85,27397.05,198268.1
P01,NW06,Northwind Southeast,2026.04.03,OPS-S140,MAT-100086,S140/PL.37 304TL 0.7mm,10913,8964,9519,294,2647,1155,808,119545.48,107590.94,17168.18,12652.34,28996.33,148541.81
P01,NW06,Northwind Southeast,2026.04.03,OPS-XL420,MAT-100088,XL420/PL.39 304TL 0.8mm,11575,10647,7594,916,3353,628,440,675813.64,608232.28,70801.97,36666.17,195767.01,871580.65
P01,NW06,Northwind Southeast,2026.04.03,OPS-XL520,MAT-100089,XL520/PL.40 304TL 0.3mm,2350,1379,1635,367,3149,368,258,34072.06,30664.85,1842.02,5335.54,45656.56,79728.62
P01,NW06,Northwind Southeast,2026.04.03,OPS-S120,MAT-100097,S120/PL.48 304TL 0.5mm,6824,5213,3767,884,198,545,382,343881.12,309493.0,25256.29,27464.13,9977.79,353858.91
P01,NW06,Northwind Southeast,2026.04.03,OPS-S160,MAT-100099,S160/PL.50 304TL 0.7mm,9099,5652,3421,397,2331,556,389,242128.96,217916.06,40796.89,14795.44,62029.08,304158.04
P01,NW06,Northwind Southeast,2026.04.03,OPS-MX100,MAT-100104,MX100/PL.05 304TL 0.6mm,6045,5052,4939,189,975,185,130,281223.06,253100.76,40550.38,8606.5,45358.56,326581.62
P01,NW06,Northwind Southeast,2026.04.03,OPS-MX200,MAT-100105,MX200/PL.06 304TL 0.8mm,10279,6714,4358,1521,3362,286,200,165028.26,148525.44,17209.21,4591.7,53976.56,219004.82
P01,NW06,Northwind Southeast,2026.04.03,OPS-S62,MAT-100108,S62/PL.09 304TL 0.5mm,3994,2904,1861,226,1429,494,346,82265.54,74038.99,13237.95,10175.06,29433.52,111699.06
P01,NW06,Northwind Southeast,2026.04.03,OPS-PRO-12X,MAT-100115,PRO-12X/PL.16 304TL 0.6mm,1803,1170,800,295,3222,140,98,38406.82,34566.14,2223.99,2982.23,68633.82,107040.64
P01,NW06,Northwind Southeast,2026.04.03,OPS-MX100,MAT-100116,MX100/PL.17 304TL 0.7mm,9620,6706,4684,407,1581,571,400,358663.02,322796.72,64711.69,21288.63,58944.52,417607.54
P01,NW06,Northwind Southeast,2026.04.03,OPS-PRO-12X,MAT-100127,PRO-12X/PL.28 304TL 0.5mm,10102,9179,7384,138,277,538,377,177453.81,159708.43,20993.78,9450.62,4865.84,182319.65
P01,NW06,Northwind Southeast,2026.04.03,OPS-HT80,MAT-100131,HT80/PL.32 304TL 0.4mm,449,351,136,35,2434,1113,779,16123.56,14511.21,900.77,39967.77,87404.8,103528.36
P01,NW06,Northwind Southeast,2026.04.03,OPS-S140,MAT-100134,S140/PL.35 304TL 0.6mm,231,175,168,40,431,508,356,1983.55,1785.19,219.26,4362.09,3700.91,5684.46
P01,NW06,Northwind Southeast,2026.04.03,OPS-XL520,MAT-100137,XL520/PL.38 304TL 0.5mm,10051,8088,4422,559,1909,677,474,131604.3,118443.87,24250.63,8864.4,24995.78,156600.08
P01,NW06,Northwind Southeast,2026.04.03,OPS-MX250,MAT-100142,MX250/PL.43 304TL 0.3mm,8412,4641,5602,134,3231,651,456,443345.76,399011.18,33622.8,34310.28,170286.51,613632.27
P01,NW06,Northwind Southeast,2026.04.03,OPS-S62,MAT-100144,S62/PL.45 304TL 0.7mm,1673,1494,773,258,2912,526,368,51854.21,46668.79,7272.77,16303.24,90256.71,142110.92
P01,NW06,Northwind Southeast,2026.04.03,OPS-S140,MAT-100146,S140/PL.47 304TL 0.4mm,2180,1383,732,331,3105,453,317,21519.11,19367.2,4240.31,4471.63,30649.93,52169.04
