Connector,Plant,Type,Sap code,Material description,Total QTY,Tool No.,Work center,Group,Cycle times Standard Value (Machine),OPS plan GD,Rev no,Material Status
NW02_MAT-101465,NW02,Plates,MAT-101465,S120/PL.16 304TL 0.6mm,229918,T-70005-C,LATHE_1,N/55127019,1.312,153027,C,Active
NW02_MAT-101480,NW02,Plates,MAT-101480,XL420/PL.31 304TL 0.6mm,206341,T-70222-B,PRESS_5,N/58047054,2.647,214509,B,Active
NW02_MAT-101487,NW02,Plates,MAT-101487,HT80/PL.38 304TL 0.4mm,1873,T-70172-B,PRESS_6,N/58922072,2.125,275664,A,Active
NW02_MAT-101488,NW02,Plates,MAT-101488,S62/PL.39 304TL 0.7mm,259205,T-70105-C,PRESS_4,N/56822186,1.302,308099,C,Active
NW02_MAT-101493,NW02,Plates,MAT-101493,XL520/PL.44 304TL 0.7mm,169909,T-70028-A,PRESS_6,N/57748514,1.628,168194,C,Active
NW02_MAT-101496,NW02,Plates,MAT-101496,MX100/PL.47 304TL 0.3mm,258346,T-70170-C,LATHE_1,N/54828727,1.169,58846,C,Active
NW02_MAT-200001,NW02,Gaskets,MAT-200001,M8-NBR GASKET 02,213630,T-70357-D,GRINDING_1,N/51955032,0.497,272210,C,Phase-out
NW02_MAT-200005,NW02,Gaskets,MAT-200005,M14-HNBR GASKET 06,243540,T-70272-D,PRESS_4,N/59510961,0.517,116374,A,Phase-out
NW02_MAT-200006,NW02,Gaskets,MAT-200006,M18-AFLAS GASKET 07,150264,T-70283-D,GRINDING_1,N/51734704,0.749,167583,A,Active
NW02_MAT-200013,NW02,Gaskets,MAT-200013,M14-HNBR GASKET 14,256796,T-70642-A,LATHE_1,N/56233318,0.664,119799,C,Active
NW02_MAT-200019,NW02,Gaskets,MAT-200019,M6-FKM GASKET 20,250609,T-70032-B,GRINDING_1,N/57015146,0.272,95370,D,Active
NW02_MAT-200023,NW02,Gaskets,MAT-200023,M22-NBR GASKET 24,238618,T-70206-A,PRESS_3,N/59284793,0.553,251875,C,Active
NW02_MAT-200030,NW02,Gaskets,MAT-200030,M18-AFLAS GASKET 31,184600,T-70262-A,PRESS_3,N/54517886,0.535,78691,A,Phase-out
NW02_MAT-200032,NW02,Gaskets,MAT-200032,M10-BFG GASKET 33,258153,T-70130-A,LATHE_1,N/55812749,0.494,2991,B,Active
NW02_MAT-200034,NW02,Gaskets,MAT-200034,M12-EPDM GASKET 35,80101,T-70126-B,PRESS_4,N/57560815,0.518,295367,B,Active
NW02_MAT-200036,NW02,Gaskets,MAT-200036,M20-SILI GASKET 37,239841,T-70326-A,,N/56685617,0.586,138984,A,Active
NW02_MAT-200044,NW02,Gaskets,MAT-200044,M20-SILI GASKET 05,109500,T-70418-D,ASSY_1,N/54814850,0.729,271014,B,Active
NW02_MAT-200047,NW02,Gaskets,MAT-200047,M22-NBR GASKET 08,37016,T-70273-D,GRINDING_1,N/57244932,0.626,99533,A,Active
NW02_MAT-200058,NW02,Gaskets,MAT-200058,M12-EPDM GASKET 19,146873,T-70588-D,LATHE_1,N/55754510,0.573,17722,C,Active
NW02_MAT-200059,NW02,Gaskets,MAT-200059,M6-FKM GASKET 20,230505,T-70239-D,PRESS_4,N/58028132,0.367,13339,B,Phase-out
NW02_MAT-200063,NW02,Gaskets,MAT-200063,M22-NBR GASKET 24,248280,T-70293-A,EXTRUSION_1,N/56652470,0.718,207679,D,Phase-out
NW02_MAT-200064,NW02,Gaskets,MAT-200064,M10-BFG GASKET 25,183533,T-70054-A,EXTRUSION_1,N/50600543,0.424,65878,D,Active
NW02_MAT-200073,NW02,Gaskets,MAT-200073,M8-NBR GASKET 34,235832,T-70057-D,PRESS_3,N/56655739,0.36,9011,D,Active
NW02_MAT-200074,NW02,Gaskets,MAT-200074,M12-EPDM GASKET 35,29584,T-70677-D,PRESS_2,N/55771088,0.508,19009,D,Active
NW02_MAT-200077,NW02,Gaskets,MAT-200077,M14-HNBR GASKET 38,60232,T-70321-C,GRINDING_1,N/51516900,0.498,191746,D,Active
NW02_MAT-200079,NW02,Gaskets,MAT-200079,M22-NBR GASKET 40,136819,T-70678-B,PRESS_3,N/53694065,0.554,270698,C,Active
NW02_MAT-200080,NW02,Gaskets,MAT-200080,M10-BFG GASKET 01,206386,T-70285-B,EXTRUSION_1,N/51349586,0.636,149857,D,Active
NW02_MAT-200091,NW02,Gaskets,MAT-200091,M6-FKM GASKET 12,3511,T-70491-C,PRESS_4,N/52895139,0.333,219752,A,Active
NW02_MAT-200096,NW02,Gaskets,MAT-200096,M10-BFG GASKET 17,129819,T-70357-D,ASSY_1,N/53755932,0.593,225035,B,Phase-out
NW02_MAT-200098,NW02,Gaskets,MAT-200098,M12-EPDM GASKET 19,219832,T-70183-C,ASSY_1,N/54116301,0.583,157043,B,Phase-out
NW02_MAT-200099,NW02,Gaskets,MAT-200099,M6-FKM GASKET 20,109626,T-70660-B,PRESS_3,N/57939661,0.304,98456,C,Phase-out
NW02_MAT-200106,NW02,Gaskets,MAT-200106,M12-EPDM GASKET 27,107306,T-70263-D,PRESS_1,N/52474291,0.617,285661,C,Active
NW02_MAT-200109,NW02,Gaskets,MAT-200109,M14-HNBR GASKET 30,57177,T-70195-C,ASSY_1,N/58186651,0.676,69666,C,Active
NW02_MAT-200111,NW02,Gaskets,MAT-200111,M22-NBR GASKET 32,105602,T-70223-C,LATHE_1,N/52188838,0.619,187110,C,Active
NW02_MAT-200113,NW02,Gaskets,MAT-200113,M8-NBR GASKET 34,151603,T-70235-D,EXTRUSION_1,N/54971057,0.477,151324,B,Active
NW02_MAT-200114,NW02,Gaskets,MAT-200114,M12-EPDM GASKET 35,33968,T-70661-B,LATHE_1,N/58534053,0.742,315959,B,Active
NW02_MAT-200119,NW02,Gaskets,MAT-200119,M22-NBR GASKET 40,87429,T-70049-A,LATHE_1,N/55714196,0.52,192165,A,Active
NW02_MAT-200122,NW02,Gaskets,MAT-200122,M12-EPDM GASKET 03,198084,T-70081-B,ASSY_1,N/50592201,0.702,306118,A,Active
NW02_MAT-200123,NW02,Gaskets,MAT-200123,M6-FKM GASKET 04,69557,T-70317-A,GRINDING_1,N/54290462,0.366,109071,A,Phase-out
NW02_MAT-200125,NW02,Gaskets,MAT-200125,M14-HNBR GASKET 06,235317,T-70342-A,PRESS_4,N/55527808,0.669,231321,B,Active
NW02_MAT-200128,NW02,Gaskets,MAT-200128,M10-BFG GASKET 09,184664,T-70027-B,LATHE_1,N/59847538,0.448,160074,C,Active
NW02_MAT-200129,NW02,Gaskets,MAT-200129,M8-NBR GASKET 10,59414,T-70190-C,PRESS_1,N/55370893,0.364,215519,D,Active
NW02_MAT-200131,NW02,Gaskets,MAT-200131,M6-FKM GASKET 12,198977,T-70434-C,LATHE_1,N/56358556,0.302,310278,B,Active
NW02_MAT-200132,NW02,Gaskets,MAT-200132,M20-SILI GASKET 13,241212,T-70262-A,EXTRUSION_1,N/56998618,0.698,235523,A,Phase-out
NW02_MAT-200140,NW02,Gaskets,MAT-200140,M20-SILI GASKET 21,11538,T-70301-A,PRESS_4,N/52149175,0.596,140616,A,Active
NW02_MAT-200142,NW02,Gaskets,MAT-200142,M18-AFLAS GASKET 23,63009,T-70673-C,PRESS_2,N/56604253,0.814,96119,C,Phase-out
NW02_MAT-200145,NW02,Gaskets,MAT-200145,M8-NBR GASKET 26,132264,T-70502-B,PRESS_4,N/54885842,0.427,64868,B,Active
NW02_MAT-200148,NW02,Gaskets,MAT-200148,M20-SILI GASKET 29,175774,T-70309-D,LATHE_1,N/54062193,0.795,282913,A,Active
NW02_MAT-200149,NW02,Gaskets,MAT-200149,M14-HNBR GASKET 30,230859,T-70432-C,PRESS_4,N/51534659,0.612,160756,C,Phase-out
NW02_MAT-200152,NW02,Gaskets,MAT-200152,M10-BFG GASKET 33,242059,T-70090-A,PRESS_3,N/54201986,0.538,77067,C,Active
NW02_MAT-200158,NW02,Gaskets,MAT-200158,M18-AFLAS GASKET 39,61217,T-70449-C,PRESS_3,N/59406928,0.811,300893,D,Active
NW02_MAT-200159,NW02,Gaskets,MAT-200159,M22-NBR GASKET 40,122887,T-70266-D,PRESS_2,N/59488096,0.649,26244,A,Active
NW02_MAT-200160,NW02,Gaskets,MAT-200160,M10-BFG GASKET 01,97717,T-70673-C,LATHE_1,N/59899701,0.511,157771,D,Active
NW02_MAT-200162,NW02,Gaskets,MAT-200162,M12-EPDM GASKET 03,215998,T-70074-B,LATHE_1,N/51082533,0.74,110774,A,Active
NW02_MAT-200166,NW02,Gaskets,MAT-200166,M18-AFLAS GASKET 07,49454,T-70031-C,PRESS_1,N/57634660,0.534,304313,C,Phase-out
NW02_MAT-200169,NW02,Gaskets,MAT-200169,M8-NBR GASKET 10,114056,T-70054-A,EXTRUSION_1,N/56304709,0.45,229195,C,Active
NW02_MAT-200172,NW02,Gaskets,MAT-200172,M20-SILI GASKET 13,203072,T-70599-B,PRESS_3,N/55663478,0.793,177963,C,Active
NW02_MAT-200173,NW02,Gaskets,MAT-200173,M14-HNBR GASKET 14,150452,T-70082-C,EXTRUSION_1,N/52618747,0.724,56303,C,Active
NW02_MAT-200174,NW02,Gaskets,MAT-200174,M18-AFLAS GASKET 15,97609,T-70247-D,PRESS_1,N/57212492,0.808,208205,B,Active
NW02_MAT-200177,NW02,Gaskets,MAT-200177,M8-NBR GASKET 18,121767,T-70053-D,EXTRUSION_1,N/53169620,0.488,206675,B,Active
NW02_MAT-200183,NW02,Gaskets,MAT-200183,M22-NBR GASKET 24,5176,T-70639-D,PRESS_3,N/57313748,0.658,54643,B,Phase-out
NW02_MAT-200190,NW02,Gaskets,MAT-200190,M18-AFLAS GASKET 31,54363,T-70578-A,ASSY_1,N/53989551,0.584,253752,C,Active
NW02_MAT-200191,NW02,Gaskets,MAT-200191,M22-NBR GASKET 32,213383,T-70065-C,ASSY_1,N/55186547,0.591,319057,B,Active
NW02_MAT-200197,NW02,Gaskets,MAT-200197,M14-HNBR GASKET 38,192989,T-70361-B,LATHE_1,N/57384013,0.605,67328,B,Phase-out
NW02_MAT-200200,NW02,Gaskets,MAT-200200,M10-BFG GASKET 01,93544,T-70349-D,PRESS_4,N/59760992,0.563,68010,A,Active
NW02_MAT-200210,NW02,Gaskets,MAT-200210,M12-EPDM GASKET 11,110447,T-70555-A,PRESS_2,N/56019399,0.675,138664,C,Phase-out
NW02_MAT-200217,NW02,Gaskets,MAT-200217,M8-NBR GASKET 18,101739,T-70428-C,EXTRUSION_1,N/53634246,0.456,68893,A,Active
NW02_MAT-200220,NW02,Gaskets,MAT-200220,M20-SILI GASKET 21,253432,T-70074-B,ASSY_1,N/51219769,0.871,58046,D,Active
NW02_MAT-200228,NW02,Gaskets,MAT-200228,M20-SILI GASKET 29,29706,T-70118-A,PRESS_2,N/53608149,0.925,115492,B,Phase-out
NW02_MAT-200235,NW02,Gaskets,MAT-200235,M6-FKM GASKET 36,100957,T-70036-B,PRESS_3,N/57411639,0.409,136959,A,Active
NW02_MAT-200238,NW02,Gaskets,MAT-200238,M18-AFLAS GASKET 39,159225,T-70175-C,PRESS_1,N/57925287,0.666,110846,A,Active
NW02_MAT-200239,NW02,Gaskets,MAT-200239,M22-NBR GASKET 40,101828,T-70224-B,PRESS_4,N/55911946,0.701,290326,D,Active
NW02_MAT-200240,NW02,Gaskets,MAT-200240,M10-BFG GASKET 01,57921,T-70542-D,PRESS_3,N/56000106,0.536,30160,B,Active
NW02_MAT-200249,NW02,Gaskets,MAT-200249,M8-NBR GASKET 10,153302,T-70425-D,PRESS_3,N/52271870,0.477,278312,A,Active
NW02_MAT-200253,NW02,Gaskets,MAT-200253,M14-HNBR GASKET 14,186936,T-70207-A,PRESS_3,N/53868646,0.626,65796,A,Phase-out
NW02_MAT-200275,NW02,Gaskets,MAT-200275,M6-FKM GASKET 36,176112,T-70204-D,GRINDING_1,N/51271456,0.302,178391,B,Active
NW02_MAT-200281,NW02,Gaskets,MAT-200281,M8-NBR GASKET 02,240060,T-70383-A,GRINDING_1,N/54361059,0.394,113659,C,Active
NW02_MAT-200289,NW02,Gaskets,MAT-200289,M8-NBR GASKET 10,30871,T-70330-B,EXTRUSION_1,N/55041775,0.318,226321,C,Active
NW02_MAT-200299,NW02,Gaskets,MAT-200299,M6-FKM GASKET 20,231520,T-70541-C,LATHE_1,N/53581817,0.359,127543,C,Active
NW02_MAT-200300,NW02,Gaskets,MAT-200300,M20-SILI GASKET 21,185231,T-70421-C,PRESS_4,N/56073152,0.871,136002,B,Phase-out
NW02_MAT-200302,NW02,Gaskets,MAT-200302,M18-AFLAS GASKET 23,244118,T-70325-C,EXTRUSION_1,N/53621727,0.871,43916,C,Phase-out
NW02_MAT-200306,NW02,Gaskets,MAT-200306,M12-EPDM GASKET 27,202238,T-70308-A,EXTRUSION_1,N/59368092,0.538,88498,A,Active
NW02_MAT-200313,NW02,Gaskets,MAT-200313,M8-NBR GASKET 34,166906,T-70017-B,EXTRUSION_1,N/54556478,0.496,208661,D,Active
NW02_MAT-200316,NW02,Gaskets,MAT-200316,M20-SILI GASKET 37,196596,T-70422-A,LATHE_1,N/57288352,0.644,218113,C,Active
NW02_MAT-200321,NW02,Gaskets,MAT-200321,M8-NBR GASKET 02,107163,T-70323-A,EXTRUSION_1,N/59305854,0.344,285379,A,Active
NW02_MAT-200328,NW02,Gaskets,MAT-200328,M10-BFG GASKET 09,82297,T-70268-C,GRINDING_1,N/59536853,0.528,90162,D,Active
NW02_MAT-200336,NW02,Gaskets,MAT-200336,M10-BFG GASKET 17,257582,T-70529-A,GRINDING_1,N/57805748,0.659,25281,D,Active
NW02_MAT-200342,NW02,Gaskets,MAT-200342,M18-AFLAS GASKET 23,94150,T-70348-D,PRESS_4,N/54168633,0.76,87526,B,Phase-out
NW02_MAT-200344,NW02,Gaskets,MAT-200344,M10-BFG GASKET 25,88512,T-70215-D,LATHE_1,N/52138461,0.548,240888,D,Active
NW02_MAT-200357,NW02,Gaskets,MAT-200357,M14-HNBR GASKET 38,251134,T-70356-D,PRESS_3,N/57009717,0.448,168424,C,Phase-out
NW02_MAT-200364,NW02,Gaskets,MAT-200364,M20-SILI GASKET 05,33206,T-70623-A,PRESS_1,N/52063284,0.89,107441,A,Active
NW02_MAT-200366,NW02,Gaskets,MAT-200366,M18-AFLAS GASKET 07,158621,T-70517-D,EXTRUSION_1,N/58994599,0.551,102557,C,Active
NW02_MAT-200375,NW02,Gaskets,MAT-200375,M22-NBR GASKET 16,186154,T-70651-C,PRESS_4,N/58849053,0.801,262303,D,Active
NW02_MAT-200376,NW02,Gaskets,MAT-200376,M10-BFG GASKET 17,144387,T-70322-D,PRESS_4,N/53066717,0.576,264716,A,Active
NW02_MAT-200395,NW02,Gaskets,MAT-200395,M6-FKM GASKET 36,256186,T-70104-C,PRESS_3,N/52237689,0.272,241643,A,Phase-out
NW02_MAT-200397,NW02,Gaskets,MAT-200397,M14-HNBR GASKET 38,27442,T-70668-C,PRESS_3,N/54331189,0.634,86994,A,Active
NW02_MAT-200400,NW02,Gaskets,MAT-200400,M10-BFG GASKET 01,66170,T-70538-D,LATHE_1,N/57360970,0.652,208069,B,Active
NW02_MAT-200402,NW02,Gaskets,MAT-200402,M12-EPDM GASKET 03,96590,T-70275-B,PRESS_3,N/59063188,0.54,168214,C,Phase-out
NW02_MAT-200404,NW02,Gaskets,MAT-200404,M20-SILI GASKET 05,91875,T-70364-D,PRESS_1,N/50763273,0.643,125411,D,Active
NW02_MAT-200409,NW02,Gaskets,MAT-200409,M8-NBR GASKET 10,84876,T-70327-D,PRESS_4,N/59053395,0.334,158441,A,Active
NW02_MAT-200413,NW02,Gaskets,MAT-200413,M14-HNBR GASKET 14,46646,T-70007-A,PRESS_4,N/50740269,0.475,70850,D,Active
NW02_MAT-200419,NW02,Gaskets,MAT-200419,M6-FKM GASKET 20,251373,T-70131-B,PRESS_3,N/52476059,0.433,161061,C,Active
NW02_MAT-200423,NW02,Gaskets,MAT-200423,M22-NBR GASKET 24,158061,T-70326-A,PRESS_1,N/59383391,0.792,227921,C,Active
NW02_MAT-200425,NW02,Gaskets,MAT-200425,M8-NBR GASKET 26,204391,T-70580-A,GRINDING_1,N/56299710,0.434,111514,C,Active
NW02_MAT-200427,NW02,Gaskets,MAT-200427,M6-FKM GASKET 28,120708,T-70438-B,EXTRUSION_1,N/54691358,0.308,36841,C,Phase-out
NW02_MAT-200440,NW02,Gaskets,MAT-200440,M10-BFG GASKET 01,79698,T-70613-D,PRESS_4,N/57971679,0.429,228567,B,Active
NW02_MAT-200447,NW02,Gaskets,MAT-200447,M22-NBR GASKET 08,228594,T-70697-C,ASSY_1,N/54419223,0.824,93001,D,Active
NW02_MAT-200450,NW02,Gaskets,MAT-200450,M12-EPDM GASKET 11,243667,T-70434-C,PRESS_2,N/58732435,0.555,290822,B,Active
NW02_MAT-200460,NW02,Gaskets,MAT-200460,M20-SILI GASKET 21,241541,T-70158-D,GRINDING_1,N/55642483,0.651,64497,D,Active
NW02_MAT-200462,NW02,Gaskets,MAT-200462,M18-AFLAS GASKET 23,193277,T-70511-A,PRESS_4,N/58392607,0.832,173108,D,Active
NW02_MAT-200463,NW02,Gaskets,MAT-200463,M22-NBR GASKET 24,163332,T-70166-B,PRESS_3,N/59324498,0.508,30507,A,Active
NW02_MAT-200464,NW02,Gaskets,MAT-200464,M10-BFG GASKET 25,167969,T-70542-D,PRESS_4,N/56464836,0.523,193269,C,Active
NW02_MAT-200465,NW02,Gaskets,MAT-200465,M8-NBR GASKET 26,7391,T-70494-A,LATHE_1,N/55666840,0.459,74576,D,Active
NW02_MAT-200466,NW02,Gaskets,MAT-200466,M12-EPDM GASKET 27,187651,T-70310-C,LATHE_1,N/56003734,0.498,102996,B,Active
NW02_MAT-200469,NW02,Gaskets,MAT-200469,M14-HNBR GASKET 30,200709,T-70423-B,PRESS_2,N/55292428,0.73,167633,D,Active
NW02_MAT-200470,NW02,Gaskets,MAT-200470,M18-AFLAS GASKET 31,49681,T-70602-B,GRINDING_1,N/55987547,0.754,139753,B,Phase-out
NW02_MAT-200477,NW02,Gaskets,MAT-200477,M14-HNBR GASKET 38,34801,T-70251-B,ASSY_1,N/53837364,0.51,104730,A,Active
NW02_MAT-200488,NW02,Gaskets,MAT-200488,M10-BFG GASKET 09,201528,T-70510-B,PRESS_1,N/57256502,0.481,176430,D,Active
NW02_MAT-200495,NW02,Gaskets,MAT-200495,M22-NBR GASKET 16,41022,T-70667-C,PRESS_3,N/58929043,0.594,278311,C,Active
NW02_MAT-200500,NW02,Gaskets,MAT-200500,M20-SILI GASKET 21,92459,T-70355-D,PRESS_1,N/50487450,0.784,195832,B,Active
NW02_MAT-200510,NW02,Gaskets,MAT-200510,M18-AFLAS GASKET 31,59488,T-70018-C,EXTRUSION_1,N/56277821,0.777,47894,C,Phase-out
NW02_MAT-200513,NW02,Gaskets,MAT-200513,M8-NBR GASKET 34,210748,T-70164-B,PRESS_3,N/56055643,0.324,168095,C,Active
NW02_MAT-200517,NW02,Gaskets,MAT-200517,M14-HNBR GASKET 38,184714,T-70189-C,PRESS_4,N/59497894,0.647,316186,B,Active
NW02_MAT-200519,NW02,Gaskets,MAT-200519,M22-NBR GASKET 40,62895,T-70448-D,ASSY_1,N/51895049,0.622,259640,D,Active
NW02_MAT-200521,NW02,Gaskets,MAT-200521,M8-NBR GASKET 02,254908,T-70040-A,EXTRUSION_1,N/58428980,0.329,224777,C,Active
NW02_MAT-200522,NW02,Gaskets,MAT-200522,M12-EPDM GASKET 03,101934,T-70171-B,GRINDING_1,N/56904385,0.618,14916,B,Active
NW02_MAT-200525,NW02,Gaskets,MAT-200525,M14-HNBR GASKET 06,94687,T-70022-D,LATHE_1,N/51698959,0.501,269857,A,Active
NW02_MAT-200536,NW02,Gaskets,MAT-200536,M10-BFG GASKET 17,201666,T-70328-D,EXTRUSION_1,N/54584818,0.518,291150,C,Phase-out
NW02_MAT-200543,NW02,Gaskets,MAT-200543,M22-NBR GASKET 24,9901,T-70243-A,PRESS_1,N/57305873,0.599,308446,B,Active
NW02_MAT-200546,NW02,Gaskets,MAT-200546,M12-EPDM GASKET 27,137470,T-70049-A,PRESS_2,N/58568834,0.664,222887,A,Active
NW02_MAT-200562,NW02,Gaskets,MAT-200562,M12-EPDM GASKET 03,80386,T-70016-C,PRESS_3,N/54111559,0.643,114302,A,Active
NW02_MAT-200563,NW02,Gaskets,MAT-200563,M6-FKM GASKET 04,24778,T-70044-C,ASSY_1,N/55333106,0.435,205795,C,Active
NW02_MAT-200568,NW02,Gaskets,MAT-200568,M10-BFG GASKET 09,249651,T-70532-B,PRESS_4,N/54478279,0.551,13875,C,Phase-out
NW02_MAT-200573,NW02,Gaskets,MAT-200573,M14-HNBR GASKET 14,142949,T-70117-B,EXTRUSION_1,N/52764332,0.457,76092,D,Active
NW02_MAT-200588,NW02,Gaskets,MAT-200588,M20-SILI GASKET 29,153053,T-70419-B,LATHE_1,N/59653974,0.721,116766,C,Active
NW02_MAT-200596,NW02,Gaskets,MAT-200596,M20-SILI GASKET 37,253160,T-70500-D,EXTRUSION_1,N/50436958,0.784,203058,C,Phase-out
NW02_MAT-200600,NW02,Gaskets,MAT-200600,M10-BFG GASKET 01,152370,T-70125-B,ASSY_1,N/56162497,0.53,226512,B,Active
NW02_MAT-200602,NW02,Gaskets,MAT-200602,M12-EPDM GASKET 03,106648,T-70067-A,EXTRUSION_1,N/57073722,0.581,212800,C,Active
NW02_MAT-200609,NW02,Gaskets,MAT-200609,M8-NBR GASKET 10,150036,T-70184-B,ASSY_1,N/51056812,0.384,222422,D,Active
NW02_MAT-200624,NW02,Gaskets,MAT-200624,M10-BFG GASKET 25,37986,T-70366-B,ASSY_1,N/54184093,0.543,117805,C,Active
NW02_MAT-200633,NW02,Gaskets,MAT-200633,M8-NBR GASKET 34,90649,T-70515-A,ASSY_1,N/52349866,0.403,223763,B,Active
NW02_MAT-200636,NW02,Gaskets,MAT-200636,M20-SILI GASKET 37,179942,T-70681-D,PRESS_4,N/52288069,0.76,84364,D,Phase-out
NW02_MAT-200643,NW02,Gaskets,MAT-200643,M6-FKM GASKET 04,258635,T-70239-D,PRESS_3,N/50836412,0.305,218516,C,Active
NW02_MAT-200644,NW02,Gaskets,MAT-200644,M20-SILI GASKET 05,250639,T-70284-B,PRESS_3,N/51092232,0.803,98280,A,Active
NW02_MAT-200648,NW02,Gaskets,MAT-200648,M10-BFG GASKET 09,254660,T-70364-D,GRINDING_1,N/55071089,0.471,118752,B,Active
NW02_MAT-200649,NW02,Gaskets,MAT-200649,M8-NBR GASKET 10,162880,T-70578-A,ASSY_1,N/57710993,0.485,68201,C,Active
NW02_MAT-200651,NW02,Gaskets,MAT-200651,M6-FKM GASKET 12,256201,T-70087-A,,N/53050570,0.379,149883,D,Active
NW02_MAT-200653,NW02,Gaskets,MAT-200653,M14-HNBR GASKET 14,194813,T-70369-D,PRESS_3,N/50051149,0.448,108513,B,Active
NW02_MAT-200655,NW02,Gaskets,MAT-200655,M22-NBR GASKET 16,121776,T-70579-C,GRINDING_1,N/53759521,0.572,82315,D,Phase-out
NW02_MAT-200666,NW02,Gaskets,MAT-200666,M12-EPDM GASKET 27,138610,T-70350-B,GRINDING_1,N/52784530,0.668,220367,B,Phase-out
NW02_MAT-200672,NW02,Gaskets,MAT-200672,M10-BFG GASKET 33,259981,T-70562-B,PRESS_3,N/51906221,0.581,282079,A,Active
NW02_MAT-200673,NW02,Gaskets,MAT-200673,M8-NBR GASKET 34,11236,T-70584-A,EXTRUSION_1,N/51266339,0.369,68947,C,Active
NW02_MAT-200679,NW02,Gaskets,MAT-200679,M22-NBR GASKET 40,4393,T-70281-B,EXTRUSION_1,N/52713957,0.659,19574,B,Active
NW02_MAT-200698,NW02,Gaskets,MAT-200698,M12-EPDM GASKET 19,94739,T-70169-D,EXTRUSION_1,N/51635743,0.711,130300,A,Active
NW02_MAT-200705,NW02,Gaskets,MAT-200705,M8-NBR GASKET 26,166426,T-70453-B,EXTRUSION_1,N/53543086,0.474,164564,C,Active
NW02_MAT-200707,NW02,Gaskets,MAT-200707,M6-FKM GASKET 28,15054,T-70613-D,PRESS_3,N/59590044,0.382,259161,D,Active
NW02_MAT-200708,NW02,Gaskets,MAT-200708,M20-SILI GASKET 29,97374,T-70605-A,,N/58812416,0.684,99767,D,Active
NW02_MAT-200712,NW02,Gaskets,MAT-200712,M10-BFG GASKET 33,101076,T-70515-A,LATHE_1,N/51254319,0.635,243870,B,Active
NW02_MAT-200728,NW02,Gaskets,MAT-200728,M10-BFG GASKET 09,58922,T-70608-D,EXTRUSION_1,N/50745258,0.68,186609,A,Active
NW02_MAT-200729,NW02,Gaskets,MAT-200729,M8-NBR GASKET 10,114460,T-70143-A,ASSY_1,N/59537839,0.402,187514,B,Active
NW02_MAT-200731,NW02,Gaskets,MAT-200731,M6-FKM GASKET 12,243406,T-70410-B,PRESS_3,N/59418537,0.361,206034,D,Active
NW02_MAT-200750,NW02,Gaskets,MAT-200750,M18-AFLAS GASKET 31,223779,T-70275-B,PRESS_4,N/51382401,0.531,277479,A,Phase-out
NW02_MAT-200752,NW02,Gaskets,MAT-200752,M10-BFG GASKET 33,60534,T-70641-D,LATHE_1,N/55446196,0.489,156963,A,Active
NW02_MAT-200754,NW02,Gaskets,MAT-200754,M12-EPDM GASKET 35,238883,T-70388-C,,N/50197065,0.694,214116,B,Phase-out
NW02_MAT-200757,NW02,Gaskets,MAT-200757,M14-HNBR GASKET 38,152039,T-70340-B,LATHE_1,N/56922016,0.543,298807,D,Active
NW02_MAT-200761,NW02,Gaskets,MAT-200761,M8-NBR GASKET 02,86916,T-70641-D,PRESS_2,N/58087536,0.37,167184,D,Active
NW02_MAT-200768,NW02,Gaskets,MAT-200768,M10-BFG GASKET 09,117830,T-70141-C,PRESS_4,N/51083134,0.566,163133,B,Active
NW02_MAT-200769,NW02,Gaskets,MAT-200769,M8-NBR GASKET 10,31691,T-70569-C,GRINDING_1,N/50375504,0.476,272543,D,Active
NW02_MAT-200770,NW02,Gaskets,MAT-200770,M12-EPDM GASKET 11,230199,T-70301-A,EXTRUSION_1,N/56655184,0.784,146083,B,Active
NW02_MAT-200786,NW02,Gaskets,MAT-200786,M12-EPDM GASKET 27,239485,T-70484-C,PRESS_4,N/55112323,0.701,205586,C,Active
NW02_MAT-200788,NW02,Gaskets,MAT-200788,M20-SILI GASKET 29,170591,T-70422-A,PRESS_2,N/59680020,0.839,13857,B,Active
NW02_MAT-200790,NW02,Gaskets,MAT-200790,M18-AFLAS GASKET 31,217963,T-70330-B,PRESS_4,N/54484662,0.536,50801,C,Active
NW02_MAT-200795,NW02,Gaskets,MAT-200795,M6-FKM GASKET 36,4167,T-70561-C,LATHE_1,N/57247162,0.288,31109,B,Active
NW02_MAT-200806,NW02,Gaskets,MAT-200806,M18-AFLAS GASKET 07,213205,T-70149-B,EXTRUSION_1,N/52540963,0.54,121280,A,Phase-out
NW02_MAT-200810,NW02,Gaskets,MAT-200810,M12-EPDM GASKET 11,123902,T-70509-B,EXTRUSION_1,N/56868821,0.727,151591,D,Phase-out
NW02_MAT-200811,NW02,Gaskets,MAT-200811,M6-FKM GASKET 12,17328,T-70110-D,PRESS_4,N/54898508,0.4,157710,C,Active
NW02_MAT-200813,NW02,Gaskets,MAT-200813,M14-HNBR GASKET 14,113871,T-70246-D,LATHE_1,N/57042682,0.743,7482,C,Phase-out
NW02_MAT-200821,NW02,Gaskets,MAT-200821,M14-HNBR GASKET 22,201030,T-70130-A,,N/51298819,0.674,77913,B,Phase-out
NW02_MAT-200824,NW02,Gaskets,MAT-200824,M10-BFG GASKET 25,11622,T-70546-B,PRESS_4,N/50795416,0.655,57852,A,Active
