Header Material,Component Material,Header Material code,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Component Scrap Factor,Assembly Scrap Factor,Total Scrap Factor,Effective Component Quantity,Plant,Header OPS Group,Component OPS Group,Comp Plate/Gasket,Header Description,Version,Usage,BOM Status
P01_NW03_MAT-100183,P01_NW03_RM-COIL-NI,MAT-100183,RM-COIL-NI,5.301,KG,COIL NICKEL 1200mm 0.35mm,8,0.059,0.02,1.059,1.02,1.0802,5.726,P01_NW03_Northwind Carpathia,OPS-S160,RM-COIL,Plates,S160/PL.34 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100185,P01_NW03_RM-COIL-AL,MAT-100185,RM-COIL-AL,8.504,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.052,0.01,1.052,1.01,1.0625,9.035,P01_NW03_Northwind Carpathia,OPS-XL520,RM-COIL,Plates,XL520/PL.36 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100187,P01_NW03_RM-COIL-AL,MAT-100187,RM-COIL-AL,6.891,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.013,0.026,1.013,1.026,1.0393,7.162,P01_NW03_Northwind Carpathia,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.38 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100198,P01_NW03_RM-COIL-AL,MAT-100198,RM-COIL-AL,5.541,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.039,0.016,1.039,1.016,1.0556,5.849,P01_NW03_Northwind Carpathia,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.49 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100198,P01_NW03_RM-COIL-TI,MAT-100198,RM-COIL-TI,5.659,KG,COIL TITANIUM 1200mm 0.4mm,8,0.013,0.02,1.013,1.02,1.0333,5.847,P01_NW03_Northwind Carpathia,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.49 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100203,P01_NW03_RM-COIL-AL,MAT-100203,RM-COIL-AL,7.089,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.022,0.012,1.022,1.012,1.0343,7.332,P01_NW03_Northwind Carpathia,OPS-HT80,RM-COIL,Plates,HT80/PL.04 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100209,P01_NW03_RM-COIL-HC276,MAT-100209,RM-COIL-HC276,12.311,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.031,0.018,1.031,1.018,1.0496,12.922,P01_NW03_Northwind Carpathia,OPS-XL520,RM-COIL,Plates,XL520/PL.10 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100213,P01_NW03_RM-COIL-AL,MAT-100213,RM-COIL-AL,4.458,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.016,0.007,1.016,1.007,1.0231,4.561,P01_NW03_Northwind Carpathia,OPS-MX200,RM-COIL,Plates,MX200/PL.14 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100219,P01_NW03_RM-COIL-SS316,MAT-100219,RM-COIL-SS316,7.775,KG,COIL SS316 1250mm 0.5mm,4,0.037,0.019,1.037,1.019,1.0567,8.216,P01_NW03_Northwind Carpathia,OPS-S160,RM-COIL,Plates,S160/PL.20 304TL 0.8mm,1,1,Active
P01_NW03_MAT-100220,P01_NW03_RM-COIL-NI,MAT-100220,RM-COIL-NI,9.041,KG,COIL NICKEL 1200mm 0.35mm,8,0.018,0.01,1.018,1.01,1.0282,9.296,P01_NW03_Northwind Carpathia,OPS-XL420,RM-COIL,Plates,XL420/PL.21 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100222,P01_NW03_RM-COIL-HC276,MAT-100222,RM-COIL-HC276,10.575,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.017,0.017,1.017,1.017,1.0343,10.938,P01_NW03_Northwind Carpathia,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.23 304TL 0.3mm,1,1,Active
P01_NW03_MAT-100225,P01_NW03_RM-COIL-AL,MAT-100225,RM-COIL-AL,5.281,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.013,0.024,1.013,1.024,1.0373,5.478,P01_NW03_Northwind Carpathia,OPS-MX200,RM-COIL,Plates,MX200/PL.26 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100231,P01_NW03_RM-COIL-NI,MAT-100231,RM-COIL-NI,5.644,KG,COIL NICKEL 1200mm 0.35mm,2,0.016,0.025,1.016,1.025,1.0414,5.878,P01_NW03_Northwind Carpathia,OPS-S160,RM-COIL,Plates,S160/PL.32 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100232,P01_NW03_RM-COIL-NI,MAT-100232,RM-COIL-NI,11.381,KG,COIL NICKEL 1200mm 0.35mm,2,0.029,0.014,1.029,1.014,1.0434,11.875,P01_NW03_Northwind Carpathia,OPS-XL420,RM-COIL,Plates,XL420/PL.33 304TL 0.3mm,1,1,Active
P01_NW03_MAT-100242,P01_NW03_RM-COIL-AL,MAT-100242,RM-COIL-AL,4.941,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.052,0.016,1.052,1.016,1.0688,5.281,P01_NW03_Northwind Carpathia,OPS-S140,RM-COIL,Plates,S140/PL.43 304TL 0.3mm,1,1,Active
P01_NW03_MAT-100249,P01_NW03_RM-COIL-NI,MAT-100249,RM-COIL-NI,6.326,KG,COIL NICKEL 1200mm 0.35mm,4,0.045,0.024,1.045,1.024,1.0701,6.769,P01_NW03_Northwind Carpathia,OPS-MX200,RM-COIL,Plates,MX200/PL.50 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100259,P01_NW03_RM-COIL-SS316,MAT-100259,RM-COIL-SS316,8.173,KG,COIL SS316 1250mm 0.5mm,2,0.037,0.03,1.037,1.03,1.0681,8.73,P01_NW03_Northwind Carpathia,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.10 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100264,P01_NW03_RM-COIL-AL,MAT-100264,RM-COIL-AL,4.93,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.049,0.015,1.049,1.015,1.0647,5.249,P01_NW03_Northwind Carpathia,OPS-S62,RM-COIL,Plates,S62/PL.15 304TL 0.8mm,1,1,Active
P01_NW03_MAT-100268,P01_NW03_RM-COIL-SS316,MAT-100268,RM-COIL-SS316,13.586,KG,COIL SS316 1250mm 0.5mm,6,0.046,0.017,1.046,1.017,1.0638,14.453,P01_NW03_Northwind Carpathia,OPS-XL420,RM-COIL,Plates,XL420/PL.19 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100268,P01_NW03_RM-COIL-HC276,MAT-100268,RM-COIL-HC276,16.414,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.041,0.014,1.041,1.014,1.0556,17.327,P01_NW03_Northwind Carpathia,OPS-XL420,RM-COIL,Plates,XL420/PL.19 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100274,P01_NW03_RM-COIL-HC276,MAT-100274,RM-COIL-HC276,6.779,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.024,0.016,1.024,1.016,1.0404,7.053,P01_NW03_Northwind Carpathia,OPS-MX250,RM-COIL,Plates,MX250/PL.25 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100274,P01_NW03_RM-COIL-SS304,MAT-100274,RM-COIL-SS304,6.941,KG,COIL SS304 1250mm 0.4mm,8,0.01,0.029,1.01,1.029,1.0393,7.214,P01_NW03_Northwind Carpathia,OPS-MX250,RM-COIL,Plates,MX250/PL.25 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100279,P01_NW03_RM-COIL-SS316,MAT-100279,RM-COIL-SS316,7.852,KG,COIL SS316 1250mm 0.5mm,4,0.054,0.015,1.054,1.015,1.0698,8.4,P01_NW03_Northwind Carpathia,OPS-S160,RM-COIL,Plates,S160/PL.30 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100288,P01_NW03_RM-COIL-HC276,MAT-100288,RM-COIL-HC276,7.965,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.025,0.017,1.025,1.017,1.0424,8.303,P01_NW03_Northwind Carpathia,OPS-S62,RM-COIL,Plates,S62/PL.39 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100295,P01_NW03_RM-COIL-HC276,MAT-100295,RM-COIL-HC276,10.348,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.028,0.02,1.028,1.02,1.0486,10.851,P01_NW03_Northwind Carpathia,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.46 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100296,P01_NW03_RM-COIL-NI,MAT-100296,RM-COIL-NI,6.836,KG,COIL NICKEL 1200mm 0.35mm,2,0.058,0.011,1.058,1.011,1.0696,7.312,P01_NW03_Northwind Carpathia,OPS-MX100,RM-COIL,Plates,MX100/PL.47 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100300,P01_NW03_RM-COIL-TI,MAT-100300,RM-COIL-TI,4.447,KG,COIL TITANIUM 1200mm 0.4mm,4,0.043,0.008,1.043,1.008,1.0513,4.675,P01_NW03_Northwind Carpathia,OPS-S62,RM-COIL,Plates,S62/PL.01 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100304,P01_NW03_RM-COIL-NI,MAT-100304,RM-COIL-NI,12.121,KG,COIL NICKEL 1200mm 0.35mm,4,0.045,0.017,1.045,1.017,1.0628,12.882,P01_NW03_Northwind Carpathia,OPS-XL420,RM-COIL,Plates,XL420/PL.05 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100306,P01_NW03_RM-COIL-TI,MAT-100306,RM-COIL-TI,5.952,KG,COIL TITANIUM 1200mm 0.4mm,3,0.022,0.016,1.022,1.016,1.0384,6.181,P01_NW03_Northwind Carpathia,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.07 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100309,P01_NW03_RM-COIL-SS316,MAT-100309,RM-COIL-SS316,7.504,KG,COIL SS316 1250mm 0.5mm,6,0.025,0.017,1.025,1.017,1.0424,7.822,P01_NW03_Northwind Carpathia,OPS-MX200,RM-COIL,Plates,MX200/PL.10 304TL 0.3mm,1,1,Active
P01_NW03_MAT-100312,P01_NW03_RM-COIL-HC276,MAT-100312,RM-COIL-HC276,8.029,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.053,0.016,1.053,1.016,1.0698,8.589,P01_NW03_Northwind Carpathia,OPS-S62,RM-COIL,Plates,S62/PL.13 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100312,P01_NW03_RM-COIL-SS316,MAT-100312,RM-COIL-SS316,5.96,KG,COIL SS316 1250mm 0.5mm,2,0.033,0.014,1.033,1.014,1.0475,6.243,P01_NW03_Northwind Carpathia,OPS-S62,RM-COIL,Plates,S62/PL.13 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100322,P01_NW03_RM-COIL-HC276,MAT-100322,RM-COIL-HC276,8.763,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.031,0.008,1.031,1.008,1.0392,9.107,P01_NW03_Northwind Carpathia,OPS-MX250,RM-COIL,Plates,MX250/PL.23 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100323,P01_NW03_RM-COIL-SS316,MAT-100323,RM-COIL-SS316,14.169,KG,COIL SS316 1250mm 0.5mm,6,0.031,0.012,1.031,1.012,1.0434,14.784,P01_NW03_Northwind Carpathia,OPS-HT80,RM-COIL,Plates,HT80/PL.24 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100323,P01_NW03_RM-COIL-AL,MAT-100323,RM-COIL-AL,9.925,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.013,0.02,1.013,1.02,1.0333,10.256,P01_NW03_Northwind Carpathia,OPS-HT80,RM-COIL,Plates,HT80/PL.24 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100330,P01_NW03_RM-COIL-SS304,MAT-100330,RM-COIL-SS304,8.047,KG,COIL SS304 1250mm 0.4mm,8,0.059,0.029,1.059,1.029,1.0897,8.769,P01_NW03_Northwind Carpathia,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.31 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100335,P01_NW03_RM-COIL-NI,MAT-100335,RM-COIL-NI,10.793,KG,COIL NICKEL 1200mm 0.35mm,3,0.035,0.019,1.035,1.019,1.0547,11.383,P01_NW03_Northwind Carpathia,OPS-HT80,RM-COIL,Plates,HT80/PL.36 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100337,P01_NW03_RM-COIL-HC276,MAT-100337,RM-COIL-HC276,6.868,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.035,0.027,1.035,1.027,1.0629,7.3,P01_NW03_Northwind Carpathia,OPS-S120,RM-COIL,Plates,S120/PL.38 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100338,P01_NW03_RM-COIL-SS304,MAT-100338,RM-COIL-SS304,5.581,KG,COIL SS304 1250mm 0.4mm,6,0.034,0.022,1.034,1.022,1.0567,5.897,P01_NW03_Northwind Carpathia,OPS-S140,RM-COIL,Plates,S140/PL.39 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100341,P01_NW03_RM-COIL-SS304,MAT-100341,RM-COIL-SS304,13.63,KG,COIL SS304 1250mm 0.4mm,2,0.035,0.014,1.035,1.014,1.0495,14.305,P01_NW03_Northwind Carpathia,OPS-XL520,RM-COIL,Plates,XL520/PL.42 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100345,P01_NW03_RM-COIL-HC276,MAT-100345,RM-COIL-HC276,8.949,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.038,0.012,1.038,1.012,1.0505,9.401,P01_NW03_Northwind Carpathia,OPS-MX200,RM-COIL,Plates,MX200/PL.46 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100345,P01_NW03_RM-COIL-SS316,MAT-100345,RM-COIL-SS316,7.796,KG,COIL SS316 1250mm 0.5mm,4,0.033,0.026,1.033,1.026,1.0599,8.263,P01_NW03_Northwind Carpathia,OPS-MX200,RM-COIL,Plates,MX200/PL.46 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100347,P01_NW03_RM-COIL-TI,MAT-100347,RM-COIL-TI,10.154,KG,COIL TITANIUM 1200mm 0.4mm,3,0.051,0.018,1.051,1.018,1.0699,10.864,P01_NW03_Northwind Carpathia,OPS-HT80,RM-COIL,Plates,HT80/PL.48 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100352,P01_NW03_RM-COIL-AL,MAT-100352,RM-COIL-AL,8.17,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.011,0.014,1.011,1.014,1.0252,8.376,P01_NW03_Northwind Carpathia,OPS-XL420,RM-COIL,Plates,XL420/PL.03 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100355,P01_NW03_RM-COIL-TI,MAT-100355,RM-COIL-TI,6.585,KG,COIL TITANIUM 1200mm 0.4mm,3,0.046,0.027,1.046,1.027,1.0742,7.074,P01_NW03_Northwind Carpathia,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.06 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100358,P01_NW03_RM-COIL-TI,MAT-100358,RM-COIL-TI,5.146,KG,COIL TITANIUM 1200mm 0.4mm,8,0.014,0.009,1.014,1.009,1.0231,5.265,P01_NW03_Northwind Carpathia,OPS-MX250,RM-COIL,Plates,MX250/PL.09 304TL 0.8mm,1,1,Active
P01_NW03_MAT-100360,P01_NW03_RM-COIL-TI,MAT-100360,RM-COIL-TI,5.218,KG,COIL TITANIUM 1200mm 0.4mm,4,0.011,0.007,1.011,1.007,1.0181,5.312,P01_NW03_Northwind Carpathia,OPS-S62,RM-COIL,Plates,S62/PL.11 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100366,P01_NW03_RM-COIL-HC276,MAT-100366,RM-COIL-HC276,9.956,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.038,0.029,1.038,1.029,1.0681,10.634,P01_NW03_Northwind Carpathia,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.17 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100374,P01_NW03_RM-COIL-NI,MAT-100374,RM-COIL-NI,6.038,KG,COIL NICKEL 1200mm 0.35mm,6,0.028,0.005,1.028,1.005,1.0331,6.238,P01_NW03_Northwind Carpathia,OPS-S140,RM-COIL,Plates,S140/PL.25 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100377,P01_NW03_RM-COIL-HC276,MAT-100377,RM-COIL-HC276,12.034,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.039,0.007,1.039,1.007,1.0463,12.591,P01_NW03_Northwind Carpathia,OPS-XL520,RM-COIL,Plates,XL520/PL.28 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100383,P01_NW03_RM-COIL-SS316,MAT-100383,RM-COIL-SS316,12.268,KG,COIL SS316 1250mm 0.5mm,3,0.017,0.01,1.017,1.01,1.0272,12.602,P01_NW03_Northwind Carpathia,OPS-HT80,RM-COIL,Plates,HT80/PL.34 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100384,P01_NW03_RM-COIL-SS316,MAT-100384,RM-COIL-SS316,7.935,KG,COIL SS316 1250mm 0.5mm,8,0.058,0.018,1.058,1.018,1.077,8.546,P01_NW03_Northwind Carpathia,OPS-S62,RM-COIL,Plates,S62/PL.35 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100388,P01_NW03_RM-COIL-SS316,MAT-100388,RM-COIL-SS316,11.423,KG,COIL SS316 1250mm 0.5mm,3,0.018,0.023,1.018,1.023,1.0414,11.896,P01_NW03_Northwind Carpathia,OPS-XL420,RM-COIL,Plates,XL420/PL.39 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100394,P01_NW03_RM-COIL-NI,MAT-100394,RM-COIL-NI,4.928,KG,COIL NICKEL 1200mm 0.35mm,6,0.057,0.029,1.057,1.029,1.0877,5.36,P01_NW03_Northwind Carpathia,OPS-MX250,RM-COIL,Plates,MX250/PL.45 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100397,P01_NW03_RM-COIL-SS316,MAT-100397,RM-COIL-SS316,5.879,KG,COIL SS316 1250mm 0.5mm,3,0.056,0.015,1.056,1.015,1.0718,6.301,P01_NW03_Northwind Carpathia,OPS-S120,RM-COIL,Plates,S120/PL.48 304TL 0.8mm,1,1,Active
P01_NW03_MAT-100398,P01_NW03_RM-COIL-SS316,MAT-100398,RM-COIL-SS316,7.047,KG,COIL SS316 1250mm 0.5mm,8,0.015,0.014,1.015,1.014,1.0292,7.253,P01_NW03_Northwind Carpathia,OPS-S140,RM-COIL,Plates,S140/PL.49 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100401,P01_NW03_RM-COIL-AL,MAT-100401,RM-COIL-AL,8.428,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.046,0.028,1.046,1.028,1.0753,9.063,P01_NW03_Northwind Carpathia,OPS-XL520,RM-COIL,Plates,XL520/PL.02 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100403,P01_NW03_RM-COIL-NI,MAT-100403,RM-COIL-NI,8.92,KG,COIL NICKEL 1200mm 0.35mm,2,0.047,0.007,1.047,1.007,1.0543,9.404,P01_NW03_Northwind Carpathia,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.04 304TL 0.5mm,1,1,Active
P01_NW03_MAT-100407,P01_NW03_RM-COIL-SS304,MAT-100407,RM-COIL-SS304,12.564,KG,COIL SS304 1250mm 0.4mm,4,0.056,0.008,1.056,1.008,1.0644,13.373,P01_NW03_Northwind Carpathia,OPS-HT80,RM-COIL,Plates,HT80/PL.08 304TL 0.3mm,1,1,Active
P01_NW03_MAT-100409,P01_NW03_RM-COIL-SS304,MAT-100409,RM-COIL-SS304,7.568,KG,COIL SS304 1250mm 0.4mm,6,0.019,0.023,1.019,1.023,1.0424,7.889,P01_NW03_Northwind Carpathia,OPS-S120,RM-COIL,Plates,S120/PL.10 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100411,P01_NW03_RM-COIL-TI,MAT-100411,RM-COIL-TI,4.864,KG,COIL TITANIUM 1200mm 0.4mm,8,0.059,0.019,1.059,1.019,1.0791,5.249,P01_NW03_Northwind Carpathia,OPS-S160,RM-COIL,Plates,S160/PL.12 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100418,P01_NW03_RM-COIL-AL,MAT-100418,RM-COIL-AL,4.858,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.054,0.02,1.054,1.02,1.0751,5.223,P01_NW03_Northwind Carpathia,OPS-MX250,RM-COIL,Plates,MX250/PL.19 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100448,P01_NW03_RM-COIL-TI,MAT-100448,RM-COIL-TI,10.773,KG,COIL TITANIUM 1200mm 0.4mm,4,0.049,0.005,1.049,1.005,1.0542,11.357,P01_NW03_Northwind Carpathia,OPS-XL420,RM-COIL,Plates,XL420/PL.49 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100451,P01_NW03_RM-COIL-NI,MAT-100451,RM-COIL-NI,8.244,KG,COIL NICKEL 1200mm 0.35mm,6,0.039,0.016,1.039,1.016,1.0556,8.702,P01_NW03_Northwind Carpathia,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.02 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100457,P01_NW03_RM-COIL-NI,MAT-100457,RM-COIL-NI,5.86,KG,COIL NICKEL 1200mm 0.35mm,6,0.041,0.03,1.041,1.03,1.0722,6.283,P01_NW03_Northwind Carpathia,OPS-S120,RM-COIL,Plates,S120/PL.08 304TL 0.8mm,1,1,Active
P01_NW03_MAT-100462,P01_NW03_RM-COIL-AL,MAT-100462,RM-COIL-AL,6.248,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.048,0.028,1.048,1.028,1.0773,6.731,P01_NW03_Northwind Carpathia,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.13 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100465,P01_NW03_RM-COIL-SS304,MAT-100465,RM-COIL-SS304,7.668,KG,COIL SS304 1250mm 0.4mm,8,0.012,0.007,1.012,1.007,1.0191,7.814,P01_NW03_Northwind Carpathia,OPS-MX200,RM-COIL,Plates,MX200/PL.16 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100472,P01_NW03_RM-COIL-SS316,MAT-100472,RM-COIL-SS316,11.331,KG,COIL SS316 1250mm 0.5mm,6,0.026,0.007,1.026,1.007,1.0332,11.707,P01_NW03_Northwind Carpathia,OPS-XL420,RM-COIL,Plates,XL420/PL.23 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100473,P01_NW03_RM-COIL-HC276,MAT-100473,RM-COIL-HC276,13.014,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.018,0.021,1.018,1.021,1.0394,13.527,P01_NW03_Northwind Carpathia,OPS-XL520,RM-COIL,Plates,XL520/PL.24 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100473,P01_NW03_RM-COIL-TI,MAT-100473,RM-COIL-TI,9.41,KG,COIL TITANIUM 1200mm 0.4mm,4,0.019,0.008,1.019,1.008,1.0272,9.666,P01_NW03_Northwind Carpathia,OPS-XL520,RM-COIL,Plates,XL520/PL.24 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100479,P01_NW03_RM-COIL-AL,MAT-100479,RM-COIL-AL,9.155,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.03,0.013,1.03,1.013,1.0434,9.552,P01_NW03_Northwind Carpathia,OPS-HT80,RM-COIL,Plates,HT80/PL.30 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100479,P01_NW03_RM-COIL-SS304,MAT-100479,RM-COIL-SS304,12.03,KG,COIL SS304 1250mm 0.4mm,3,0.037,0.017,1.037,1.017,1.0546,12.687,P01_NW03_Northwind Carpathia,OPS-HT80,RM-COIL,Plates,HT80/PL.30 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100486,P01_NW03_RM-COIL-SS304,MAT-100486,RM-COIL-SS304,8.62,KG,COIL SS304 1250mm 0.4mm,4,0.036,0.022,1.036,1.022,1.0588,9.127,P01_NW03_Northwind Carpathia,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.37 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100495,P01_NW03_RM-COIL-SS316,MAT-100495,RM-COIL-SS316,7.653,KG,COIL SS316 1250mm 0.5mm,4,0.042,0.02,1.042,1.02,1.0628,8.134,P01_NW03_Northwind Carpathia,OPS-S160,RM-COIL,Plates,S160/PL.46 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100497,P01_NW03_RM-COIL-HC276,MAT-100497,RM-COIL-HC276,13.301,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.042,0.018,1.042,1.018,1.0608,14.11,P01_NW03_Northwind Carpathia,OPS-XL520,RM-COIL,Plates,XL520/PL.48 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100507,P01_NW03_RM-COIL-SS316,MAT-100507,RM-COIL-SS316,8.202,KG,COIL SS316 1250mm 0.5mm,6,0.011,0.025,1.011,1.025,1.0363,8.5,P01_NW03_Northwind Carpathia,OPS-S160,RM-COIL,Plates,S160/PL.08 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100511,P01_NW03_RM-COIL-SS316,MAT-100511,RM-COIL-SS316,9.075,KG,COIL SS316 1250mm 0.5mm,4,0.043,0.011,1.043,1.011,1.0545,9.57,P01_NW03_Northwind Carpathia,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.12 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100511,P01_NW03_RM-COIL-SS304,MAT-100511,RM-COIL-SS304,7.839,KG,COIL SS304 1250mm 0.4mm,8,0.041,0.011,1.041,1.011,1.0525,8.251,P01_NW03_Northwind Carpathia,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.12 304TL 0.4mm,1,1,Active
P01_NW03_MAT-100517,P01_NW03_RM-COIL-SS316,MAT-100517,RM-COIL-SS316,6.45,KG,COIL SS316 1250mm 0.5mm,2,0.011,0.009,1.011,1.009,1.0201,6.58,P01_NW03_Northwind Carpathia,OPS-S120,RM-COIL,Plates,S120/PL.18 304TL 0.7mm,1,1,Active
P01_NW03_MAT-100521,P01_NW03_RM-COIL-NI,MAT-100521,RM-COIL-NI,12.632,KG,COIL NICKEL 1200mm 0.35mm,4,0.042,0.018,1.042,1.018,1.0608,13.4,P01_NW03_Northwind Carpathia,OPS-XL520,RM-COIL,Plates,XL520/PL.22 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100521,P01_NW03_RM-COIL-HC276,MAT-100521,RM-COIL-HC276,15.089,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.044,0.006,1.044,1.006,1.0503,15.848,P01_NW03_Northwind Carpathia,OPS-XL520,RM-COIL,Plates,XL520/PL.22 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100530,P01_NW03_RM-COIL-SS304,MAT-100530,RM-COIL-SS304,6.826,KG,COIL SS304 1250mm 0.4mm,8,0.056,0.022,1.056,1.022,1.0792,7.367,P01_NW03_Northwind Carpathia,OPS-S140,RM-COIL,Plates,S140/PL.31 304TL 0.6mm,1,1,Active
P01_NW03_MAT-100542,P01_NW03_RM-COIL-NI,MAT-100542,RM-COIL-NI,7.164,KG,COIL NICKEL 1200mm 0.35mm,3,0.034,0.007,1.034,1.007,1.0412,7.459,P01_NW03_Northwind Carpathia,OPS-S140,RM-COIL,Plates,S140/PL.43 304TL 0.5mm,1,1,Active
