P80 - Plant Material: Plant without system,P80 - Plant Material: Code,P80 - Plant Material: Pure Material,P80 - Plant Material: Material Description,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP
NW10,P01_NW10_MAT-200809,MAT-200809,M8-NBR GASKET 10,OPS-M8-NBR,True
NW10,P01_NW10_MAT-200830,MAT-200830,M18-AFLAS GASKET 31,OPS-M18-AFLAS,False
NW10,P01_NW10_MAT-200834,MAT-200834,M12-EPDM GASKET 35,OPS-M12-EPDM,True
NW10,P01_NW10_MAT-200836,MAT-200836,M20-SILI GASKET 37,OPS-M20-SILI,False
NW10,P01_NW10_MAT-200839,MAT-200839,M22-NBR GASKET 40,OPS-M22-NBR,False
NW10,P01_NW10_MAT-200843,MAT-200843,M6-FKM GASKET 04,OPS-M6-FKM,False
NW10,P01_NW10_MAT-200847,MAT-200847,M22-NBR GASKET 08,OPS-M22-NBR,True
NW10,P01_NW10_MAT-200849,MAT-200849,M8-NBR GASKET 10,OPS-M8-NBR,False
NW10,P01_NW10_MAT-200851,MAT-200851,M6-FKM GASKET 12,OPS-M6-FKM,True
NW10,P01_NW10_MAT-200853,MAT-200853,M14-HNBR GASKET 14,OPS-M14-HNBR,False
NW10,P01_NW10_MAT-200856,MAT-200856,M10-BFG GASKET 17,OPS-M10-BFG,False
NW10,P01_NW10_MAT-200874,MAT-200874,M12-EPDM GASKET 35,OPS-M12-EPDM,True
NW10,P01_NW10_MAT-200881,MAT-200881,M8-NBR GASKET 02,OPS-M8-NBR,False
NW10,P01_NW10_MAT-200882,MAT-200882,M12-EPDM GASKET 03,OPS-M12-EPDM,True
NW10,P01_NW10_MAT-200894,MAT-200894,M18-AFLAS GASKET 15,OPS-M18-AFLAS,False
NW10,P01_NW10_MAT-200897,MAT-200897,M8-NBR GASKET 18,OPS-M8-NBR,True
NW11,P01_NW11_MAT-100000,MAT-100000,S62/PL.01 304TL 0.5mm,OPS-S62,True
NW11,P01_NW11_MAT-100008,MAT-100008,MX100/PL.09 304TL 0.7mm,OPS-MX100,False
NW11,P01_NW11_MAT-100015,MAT-100015,S160/PL.16 304TL 0.4mm,OPS-S160,False
NW11,P01_NW11_MAT-100022,MAT-100022,MX250/PL.23 304TL 0.3mm,OPS-MX250,False
NW11,P01_NW11_MAT-100033,MAT-100033,MX200/PL.34 304TL 0.4mm,OPS-MX200,True
NW11,P01_NW11_MAT-100037,MAT-100037,S120/PL.38 304TL 0.7mm,OPS-S120,True
NW11,P01_NW11_MAT-100040,MAT-100040,XL420/PL.41 304TL 0.4mm,OPS-XL420,True
NW11,P01_NW11_MAT-100045,MAT-100045,MX200/PL.46 304TL 0.3mm,OPS-MX200,False
NW11,P01_NW11_MAT-100046,MAT-100046,MX250/PL.47 304TL 0.5mm,OPS-MX250,True
NW11,P01_NW11_MAT-100049,MAT-100049,S120/PL.50 304TL 0.3mm,OPS-S120,False
NW11,P01_NW11_MAT-100061,MAT-100061,S120/PL.12 304TL 0.5mm,OPS-S120,True
NW11,P01_NW11_MAT-100064,MAT-100064,XL420/PL.15 304TL 0.8mm,OPS-XL420,True
NW11,P01_NW11_MAT-100065,MAT-100065,XL520/PL.16 304TL 0.5mm,OPS-XL520,False
NW11,P01_NW11_MAT-100071,MAT-100071,HT80/PL.22 304TL 0.8mm,OPS-HT80,True
NW11,P01_NW11_MAT-100078,MAT-100078,PRO-9X/PL.29 304TL 0.8mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-100087,MAT-100087,S160/PL.38 304TL 0.5mm,OPS-S160,True
NW11,P01_NW11_MAT-100088,MAT-100088,XL420/PL.39 304TL 0.8mm,OPS-XL420,True
NW11,P01_NW11_MAT-100093,MAT-100093,MX200/PL.44 304TL 0.6mm,OPS-MX200,True
NW11,P01_NW11_MAT-100096,MAT-100096,S62/PL.47 304TL 0.6mm,OPS-S62,False
NW11,P01_NW11_MAT-100105,MAT-100105,MX200/PL.06 304TL 0.8mm,OPS-MX200,False
NW11,P01_NW11_MAT-100107,MAT-100107,HT80/PL.08 304TL 0.6mm,OPS-HT80,False
NW11,P01_NW11_MAT-100109,MAT-100109,S120/PL.10 304TL 0.6mm,OPS-S120,True
NW11,P01_NW11_MAT-100111,MAT-100111,S160/PL.12 304TL 0.7mm,OPS-S160,True
NW11,P01_NW11_MAT-100113,MAT-100113,XL520/PL.14 304TL 0.5mm,OPS-XL520,False
NW11,P01_NW11_MAT-100114,MAT-100114,PRO-9X/PL.15 304TL 0.7mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100116,MAT-100116,MX100/PL.17 304TL 0.7mm,OPS-MX100,True
NW11,P01_NW11_MAT-100127,MAT-100127,PRO-12X/PL.28 304TL 0.5mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100136,MAT-100136,XL420/PL.37 304TL 0.4mm,OPS-XL420,True
NW11,P01_NW11_MAT-100137,MAT-100137,XL520/PL.38 304TL 0.5mm,OPS-XL520,False
NW11,P01_NW11_MAT-100140,MAT-100140,MX100/PL.41 304TL 0.5mm,OPS-MX100,True
NW11,P01_NW11_MAT-100141,MAT-100141,MX200/PL.42 304TL 0.3mm,OPS-MX200,False
NW11,P01_NW11_MAT-100142,MAT-100142,MX250/PL.43 304TL 0.3mm,OPS-MX250,False
NW11,P01_NW11_MAT-100152,MAT-100152,MX100/PL.03 304TL 0.4mm,OPS-MX100,True
NW11,P01_NW11_MAT-100160,MAT-100160,XL420/PL.11 304TL 0.7mm,OPS-XL420,True
NW11,P01_NW11_MAT-100171,MAT-100171,S160/PL.22 304TL 0.4mm,OPS-S160,False
NW11,P01_NW11_MAT-100183,MAT-100183,S160/PL.34 304TL 0.5mm,OPS-S160,False
NW11,P01_NW11_MAT-100192,MAT-100192,S62/PL.43 304TL 0.4mm,OPS-S62,True
NW11,P01_NW11_MAT-100194,MAT-100194,S140/PL.45 304TL 0.6mm,OPS-S140,False
NW11,P01_NW11_MAT-100197,MAT-100197,XL520/PL.48 304TL 0.4mm,OPS-XL520,True
NW11,P01_NW11_MAT-100201,MAT-100201,MX200/PL.02 304TL 0.5mm,OPS-MX200,True
NW11,P01_NW11_MAT-100210,MAT-100210,PRO-9X/PL.11 304TL 0.3mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100211,MAT-100211,PRO-12X/PL.12 304TL 0.6mm,OPS-PRO-12X,True
NW11,P01_NW11_MAT-100212,MAT-100212,MX100/PL.13 304TL 0.8mm,OPS-MX100,True
NW11,P01_NW11_MAT-100213,MAT-100213,MX200/PL.14 304TL 0.6mm,OPS-MX200,False
NW11,P01_NW11_MAT-100215,MAT-100215,HT80/PL.16 304TL 0.8mm,OPS-HT80,True
NW11,P01_NW11_MAT-100218,MAT-100218,S140/PL.19 304TL 0.4mm,OPS-S140,False
NW11,P01_NW11_MAT-100220,MAT-100220,XL420/PL.21 304TL 0.5mm,OPS-XL420,True
NW11,P01_NW11_MAT-100229,MAT-100229,S120/PL.30 304TL 0.7mm,OPS-S120,True
NW11,P01_NW11_MAT-100238,MAT-100238,MX250/PL.39 304TL 0.5mm,OPS-MX250,True
NW11,P01_NW11_MAT-100242,MAT-100242,S140/PL.43 304TL 0.3mm,OPS-S140,False
NW11,P01_NW11_MAT-100243,MAT-100243,S160/PL.44 304TL 0.8mm,OPS-S160,True
NW11,P01_NW11_MAT-100247,MAT-100247,PRO-12X/PL.48 304TL 0.7mm,OPS-PRO-12X,True
NW11,P01_NW11_MAT-100253,MAT-100253,S120/PL.04 304TL 0.8mm,OPS-S120,False
NW11,P01_NW11_MAT-100254,MAT-100254,S140/PL.05 304TL 0.6mm,OPS-S140,False
NW11,P01_NW11_MAT-100256,MAT-100256,XL420/PL.07 304TL 0.5mm,OPS-XL420,True
NW11,P01_NW11_MAT-100257,MAT-100257,XL520/PL.08 304TL 0.5mm,OPS-XL520,False
NW11,P01_NW11_MAT-100258,MAT-100258,PRO-9X/PL.09 304TL 0.7mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100266,MAT-100266,S140/PL.17 304TL 0.4mm,OPS-S140,True
NW11,P01_NW11_MAT-100269,MAT-100269,XL520/PL.20 304TL 0.5mm,OPS-XL520,True
NW11,P01_NW11_MAT-100275,MAT-100275,HT80/PL.26 304TL 0.6mm,OPS-HT80,True
NW11,P01_NW11_MAT-100281,MAT-100281,XL520/PL.32 304TL 0.5mm,OPS-XL520,True
NW11,P01_NW11_MAT-100284,MAT-100284,MX100/PL.35 304TL 0.7mm,OPS-MX100,False
NW11,P01_NW11_MAT-100287,MAT-100287,HT80/PL.38 304TL 0.3mm,OPS-HT80,False
NW11,P01_NW11_MAT-100288,MAT-100288,S62/PL.39 304TL 0.5mm,OPS-S62,False
NW11,P01_NW11_MAT-100294,MAT-100294,PRO-9X/PL.45 304TL 0.4mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-100296,MAT-100296,MX100/PL.47 304TL 0.4mm,OPS-MX100,True
NW11,P01_NW11_MAT-100297,MAT-100297,MX200/PL.48 304TL 0.3mm,OPS-MX200,False
NW11,P01_NW11_MAT-100298,MAT-100298,MX250/PL.49 304TL 0.6mm,OPS-MX250,False
NW11,P01_NW11_MAT-100301,MAT-100301,S120/PL.02 304TL 0.4mm,OPS-S120,True
NW11,P01_NW11_MAT-100303,MAT-100303,S160/PL.04 304TL 0.5mm,OPS-S160,True
NW11,P01_NW11_MAT-100309,MAT-100309,MX200/PL.10 304TL 0.3mm,OPS-MX200,True
NW11,P01_NW11_MAT-100313,MAT-100313,S120/PL.14 304TL 0.5mm,OPS-S120,False
NW11,P01_NW11_MAT-100315,MAT-100315,S160/PL.16 304TL 0.6mm,OPS-S160,False
NW11,P01_NW11_MAT-100319,MAT-100319,PRO-12X/PL.20 304TL 0.5mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100346,MAT-100346,MX250/PL.47 304TL 0.3mm,OPS-MX250,True
NW11,P01_NW11_MAT-100349,MAT-100349,S120/PL.50 304TL 0.6mm,OPS-S120,False
NW11,P01_NW11_MAT-100350,MAT-100350,S140/PL.01 304TL 0.7mm,OPS-S140,True
NW11,P01_NW11_MAT-100352,MAT-100352,XL420/PL.03 304TL 0.4mm,OPS-XL420,True
NW11,P01_NW11_MAT-100354,MAT-100354,PRO-9X/PL.05 304TL 0.7mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-100357,MAT-100357,MX200/PL.08 304TL 0.6mm,OPS-MX200,True
NW11,P01_NW11_MAT-100360,MAT-100360,S62/PL.11 304TL 0.5mm,OPS-S62,True
NW11,P01_NW11_MAT-100364,MAT-100364,XL420/PL.15 304TL 0.7mm,OPS-XL420,True
NW11,P01_NW11_MAT-100366,MAT-100366,PRO-9X/PL.17 304TL 0.6mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100379,MAT-100379,PRO-12X/PL.30 304TL 0.4mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100383,MAT-100383,HT80/PL.34 304TL 0.7mm,OPS-HT80,False
NW11,P01_NW11_MAT-100404,MAT-100404,MX100/PL.05 304TL 0.7mm,OPS-MX100,False
NW11,P01_NW11_MAT-100407,MAT-100407,HT80/PL.08 304TL 0.3mm,OPS-HT80,False
NW11,P01_NW11_MAT-100420,MAT-100420,S62/PL.21 304TL 0.5mm,OPS-S62,False
NW11,P01_NW11_MAT-100428,MAT-100428,MX100/PL.29 304TL 0.4mm,OPS-MX100,True
NW11,P01_NW11_MAT-100430,MAT-100430,MX250/PL.31 304TL 0.4mm,OPS-MX250,False
NW11,P01_NW11_MAT-100440,MAT-100440,MX100/PL.41 304TL 0.5mm,OPS-MX100,True
NW11,P01_NW11_MAT-100442,MAT-100442,MX250/PL.43 304TL 0.8mm,OPS-MX250,False
NW11,P01_NW11_MAT-100451,MAT-100451,PRO-12X/PL.02 304TL 0.4mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100452,MAT-100452,MX100/PL.03 304TL 0.6mm,OPS-MX100,True
NW11,P01_NW11_MAT-100453,MAT-100453,MX200/PL.04 304TL 0.4mm,OPS-MX200,False
NW11,P01_NW11_MAT-100464,MAT-100464,MX100/PL.15 304TL 0.4mm,OPS-MX100,False
NW11,P01_NW11_MAT-100466,MAT-100466,MX250/PL.17 304TL 0.7mm,OPS-MX250,True
NW11,P01_NW11_MAT-100474,MAT-100474,PRO-9X/PL.25 304TL 0.8mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-100484,MAT-100484,XL420/PL.35 304TL 0.5mm,OPS-XL420,False
NW11,P01_NW11_MAT-100486,MAT-100486,PRO-9X/PL.37 304TL 0.4mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-100491,MAT-100491,HT80/PL.42 304TL 0.5mm,OPS-HT80,False
NW11,P01_NW11_MAT-100497,MAT-100497,XL520/PL.48 304TL 0.6mm,OPS-XL520,True
NW11,P01_NW11_MAT-100504,MAT-100504,S62/PL.05 304TL 0.7mm,OPS-S62,True
NW11,P01_NW11_MAT-100515,MAT-100515,HT80/PL.16 304TL 0.6mm,OPS-HT80,False
NW11,P01_NW11_MAT-100517,MAT-100517,S120/PL.18 304TL 0.7mm,OPS-S120,False
NW11,P01_NW11_MAT-100518,MAT-100518,S140/PL.19 304TL 0.6mm,OPS-S140,True
NW11,P01_NW11_MAT-100520,MAT-100520,XL420/PL.21 304TL 0.7mm,OPS-XL420,True
NW11,P01_NW11_MAT-100521,MAT-100521,XL520/PL.22 304TL 0.6mm,OPS-XL520,False
NW11,P01_NW11_MAT-100524,MAT-100524,MX100/PL.25 304TL 0.6mm,OPS-MX100,True
NW11,P01_NW11_MAT-100526,MAT-100526,MX250/PL.27 304TL 0.7mm,OPS-MX250,True
NW11,P01_NW11_MAT-100532,MAT-100532,XL420/PL.33 304TL 0.7mm,OPS-XL420,False
NW11,P01_NW11_MAT-100535,MAT-100535,PRO-12X/PL.36 304TL 0.7mm,OPS-PRO-12X,True
NW11,P01_NW11_MAT-100544,MAT-100544,XL420/PL.45 304TL 0.4mm,OPS-XL420,False
NW11,P01_NW11_MAT-100549,MAT-100549,MX200/PL.50 304TL 0.5mm,OPS-MX200,True
NW11,P01_NW11_MAT-100551,MAT-100551,HT80/PL.02 304TL 0.5mm,OPS-HT80,True
NW11,P01_NW11_MAT-100552,MAT-100552,S62/PL.03 304TL 0.7mm,OPS-S62,False
NW11,P01_NW11_MAT-100558,MAT-100558,PRO-9X/PL.09 304TL 0.4mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100579,MAT-100579,S160/PL.30 304TL 0.6mm,OPS-S160,True
NW11,P01_NW11_MAT-100582,MAT-100582,PRO-9X/PL.33 304TL 0.7mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100584,MAT-100584,MX100/PL.35 304TL 0.7mm,OPS-MX100,True
NW11,P01_NW11_MAT-100586,MAT-100586,MX250/PL.37 304TL 0.3mm,OPS-MX250,True
NW11,P01_NW11_MAT-100595,MAT-100595,PRO-12X/PL.46 304TL 0.6mm,OPS-PRO-12X,True
NW11,P01_NW11_MAT-100596,MAT-100596,MX100/PL.47 304TL 0.4mm,OPS-MX100,False
NW11,P01_NW11_MAT-100602,MAT-100602,S140/PL.03 304TL 0.4mm,OPS-S140,False
NW11,P01_NW11_MAT-100605,MAT-100605,XL520/PL.06 304TL 0.3mm,OPS-XL520,True
NW11,P01_NW11_MAT-100607,MAT-100607,PRO-12X/PL.08 304TL 0.7mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100609,MAT-100609,MX200/PL.10 304TL 0.5mm,OPS-MX200,False
NW11,P01_NW11_MAT-100610,MAT-100610,MX250/PL.11 304TL 0.5mm,OPS-MX250,False
NW11,P01_NW11_MAT-100613,MAT-100613,S120/PL.14 304TL 0.7mm,OPS-S120,False
NW11,P01_NW11_MAT-100615,MAT-100615,S160/PL.16 304TL 0.3mm,OPS-S160,False
NW11,P01_NW11_MAT-100629,MAT-100629,XL520/PL.30 304TL 0.6mm,OPS-XL520,False
NW11,P01_NW11_MAT-100633,MAT-100633,MX200/PL.34 304TL 0.4mm,OPS-MX200,True
NW11,P01_NW11_MAT-100639,MAT-100639,S160/PL.40 304TL 0.7mm,OPS-S160,True
NW11,P01_NW11_MAT-100643,MAT-100643,PRO-12X/PL.44 304TL 0.5mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100646,MAT-100646,MX250/PL.47 304TL 0.6mm,OPS-MX250,False
NW11,P01_NW11_MAT-100657,MAT-100657,MX200/PL.08 304TL 0.5mm,OPS-MX200,True
NW11,P01_NW11_MAT-100659,MAT-100659,HT80/PL.10 304TL 0.4mm,OPS-HT80,False
NW11,P01_NW11_MAT-100662,MAT-100662,S140/PL.13 304TL 0.4mm,OPS-S140,True
NW11,P01_NW11_MAT-100665,MAT-100665,XL520/PL.16 304TL 0.7mm,OPS-XL520,False
NW11,P01_NW11_MAT-100671,MAT-100671,HT80/PL.22 304TL 0.4mm,OPS-HT80,True
NW11,P01_NW11_MAT-100673,MAT-100673,S120/PL.24 304TL 0.5mm,OPS-S120,False
NW11,P01_NW11_MAT-100683,MAT-100683,HT80/PL.34 304TL 0.6mm,OPS-HT80,False
NW11,P01_NW11_MAT-100687,MAT-100687,S160/PL.38 304TL 0.5mm,OPS-S160,True
NW11,P01_NW11_MAT-100690,MAT-100690,PRO-9X/PL.41 304TL 0.4mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-100692,MAT-100692,MX100/PL.43 304TL 0.7mm,OPS-MX100,True
NW11,P01_NW11_MAT-100702,MAT-100702,PRO-9X/PL.03 304TL 0.7mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100703,MAT-100703,PRO-12X/PL.04 304TL 0.6mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100706,MAT-100706,MX250/PL.07 304TL 0.4mm,OPS-MX250,False
NW11,P01_NW11_MAT-100720,MAT-100720,S62/PL.21 304TL 0.6mm,OPS-S62,True
NW11,P01_NW11_MAT-100722,MAT-100722,S140/PL.23 304TL 0.7mm,OPS-S140,False
NW11,P01_NW11_MAT-100730,MAT-100730,MX250/PL.31 304TL 0.4mm,OPS-MX250,False
NW11,P01_NW11_MAT-100746,MAT-100746,S140/PL.47 304TL 0.4mm,OPS-S140,False
NW11,P01_NW11_MAT-100755,MAT-100755,HT80/PL.06 304TL 0.4mm,OPS-HT80,False
NW11,P01_NW11_MAT-100758,MAT-100758,S140/PL.09 304TL 0.8mm,OPS-S140,True
NW11,P01_NW11_MAT-100760,MAT-100760,XL420/PL.11 304TL 0.4mm,OPS-XL420,True
NW11,P01_NW11_MAT-100767,MAT-100767,HT80/PL.18 304TL 0.5mm,OPS-HT80,False
NW11,P01_NW11_MAT-100770,MAT-100770,S140/PL.21 304TL 0.5mm,OPS-S140,False
NW11,P01_NW11_MAT-100774,MAT-100774,PRO-9X/PL.25 304TL 0.7mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-100775,MAT-100775,PRO-12X/PL.26 304TL 0.5mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100777,MAT-100777,MX200/PL.28 304TL 0.5mm,OPS-MX200,True
NW11,P01_NW11_MAT-100779,MAT-100779,HT80/PL.30 304TL 0.7mm,OPS-HT80,False
NW11,P01_NW11_MAT-100784,MAT-100784,XL420/PL.35 304TL 0.4mm,OPS-XL420,False
NW11,P01_NW11_MAT-100785,MAT-100785,XL520/PL.36 304TL 0.8mm,OPS-XL520,True
NW11,P01_NW11_MAT-100788,MAT-100788,MX100/PL.39 304TL 0.6mm,OPS-MX100,False
NW11,P01_NW11_MAT-100792,MAT-100792,S62/PL.43 304TL 0.6mm,OPS-S62,False
NW11,P01_NW11_MAT-100793,MAT-100793,S120/PL.44 304TL 0.7mm,OPS-S120,True
NW11,P01_NW11_MAT-100794,MAT-100794,S140/PL.45 304TL 0.5mm,OPS-S140,False
NW11,P01_NW11_MAT-100795,MAT-100795,S160/PL.46 304TL 0.3mm,OPS-S160,False
NW11,P01_NW11_MAT-100799,MAT-100799,PRO-12X/PL.50 304TL 0.7mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100803,MAT-100803,HT80/PL.04 304TL 0.4mm,OPS-HT80,False
NW11,P01_NW11_MAT-100805,MAT-100805,S120/PL.06 304TL 0.4mm,OPS-S120,True
NW11,P01_NW11_MAT-100806,MAT-100806,S140/PL.07 304TL 0.5mm,OPS-S140,False
NW11,P01_NW11_MAT-100811,MAT-100811,PRO-12X/PL.12 304TL 0.4mm,OPS-PRO-12X,True
NW11,P01_NW11_MAT-100817,MAT-100817,S120/PL.18 304TL 0.5mm,OPS-S120,False
NW11,P01_NW11_MAT-100822,MAT-100822,PRO-9X/PL.23 304TL 0.7mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100823,MAT-100823,PRO-12X/PL.24 304TL 0.7mm,OPS-PRO-12X,True
NW11,P01_NW11_MAT-100829,MAT-100829,S120/PL.30 304TL 0.6mm,OPS-S120,False
NW11,P01_NW11_MAT-100834,MAT-100834,PRO-9X/PL.35 304TL 0.4mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-100838,MAT-100838,MX250/PL.39 304TL 0.5mm,OPS-MX250,False
NW11,P01_NW11_MAT-100843,MAT-100843,S160/PL.44 304TL 0.4mm,OPS-S160,True
NW11,P01_NW11_MAT-100855,MAT-100855,S160/PL.06 304TL 0.7mm,OPS-S160,True
NW11,P01_NW11_MAT-100856,MAT-100856,XL420/PL.07 304TL 0.5mm,OPS-XL420,False
NW11,P01_NW11_MAT-100864,MAT-100864,S62/PL.15 304TL 0.8mm,OPS-S62,True
NW11,P01_NW11_MAT-100868,MAT-100868,XL420/PL.19 304TL 0.5mm,OPS-XL420,False
NW11,P01_NW11_MAT-100870,MAT-100870,PRO-9X/PL.21 304TL 0.5mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100871,MAT-100871,PRO-12X/PL.22 304TL 0.6mm,OPS-PRO-12X,True
NW11,P01_NW11_MAT-100873,MAT-100873,MX200/PL.24 304TL 0.6mm,OPS-MX200,True
NW11,P01_NW11_MAT-100874,MAT-100874,MX250/PL.25 304TL 0.5mm,OPS-MX250,False
NW11,P01_NW11_MAT-100875,MAT-100875,HT80/PL.26 304TL 0.5mm,OPS-HT80,True
NW11,P01_NW11_MAT-100883,MAT-100883,PRO-12X/PL.34 304TL 0.7mm,OPS-PRO-12X,True
NW11,P01_NW11_MAT-100888,MAT-100888,S62/PL.39 304TL 0.3mm,OPS-S62,False
NW11,P01_NW11_MAT-100892,MAT-100892,XL420/PL.43 304TL 0.5mm,OPS-XL420,False
NW11,P01_NW11_MAT-100894,MAT-100894,PRO-9X/PL.45 304TL 0.8mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100895,MAT-100895,PRO-12X/PL.46 304TL 0.7mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100911,MAT-100911,HT80/PL.12 304TL 0.8mm,OPS-HT80,False
NW11,P01_NW11_MAT-100912,MAT-100912,S62/PL.13 304TL 0.4mm,OPS-S62,True
NW11,P01_NW11_MAT-100914,MAT-100914,S140/PL.15 304TL 0.7mm,OPS-S140,True
NW11,P01_NW11_MAT-100915,MAT-100915,S160/PL.16 304TL 0.4mm,OPS-S160,False
NW11,P01_NW11_MAT-100918,MAT-100918,PRO-9X/PL.19 304TL 0.7mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100919,MAT-100919,PRO-12X/PL.20 304TL 0.5mm,OPS-PRO-12X,False
NW11,P01_NW11_MAT-100930,MAT-100930,PRO-9X/PL.31 304TL 0.8mm,OPS-PRO-9X,True
NW11,P01_NW11_MAT-100934,MAT-100934,MX250/PL.35 304TL 0.7mm,OPS-MX250,True
NW11,P01_NW11_MAT-100939,MAT-100939,S160/PL.40 304TL 0.6mm,OPS-S160,True
NW11,P01_NW11_MAT-100944,MAT-100944,MX100/PL.45 304TL 0.6mm,OPS-MX100,False
NW11,P01_NW11_MAT-100945,MAT-100945,MX200/PL.46 304TL 0.4mm,OPS-MX200,True
NW11,P01_NW11_MAT-100949,MAT-100949,S120/PL.50 304TL 0.7mm,OPS-S120,True
NW11,P01_NW11_MAT-100950,MAT-100950,S140/PL.01 304TL 0.3mm,OPS-S140,True
NW11,P01_NW11_MAT-100951,MAT-100951,S160/PL.02 304TL 0.6mm,OPS-S160,False
NW11,P01_NW11_MAT-100952,MAT-100952,XL420/PL.03 304TL 0.6mm,OPS-XL420,False
NW11,P01_NW11_MAT-100954,MAT-100954,PRO-9X/PL.05 304TL 0.5mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-100957,MAT-100957,MX200/PL.08 304TL 0.4mm,OPS-MX200,True
NW11,P01_NW11_MAT-100958,MAT-100958,MX250/PL.09 304TL 0.5mm,OPS-MX250,False
NW11,P01_NW11_MAT-100960,MAT-100960,S62/PL.11 304TL 0.5mm,OPS-S62,True
NW11,P01_NW11_MAT-100965,MAT-100965,XL520/PL.16 304TL 0.4mm,OPS-XL520,True
NW11,P01_NW11_MAT-100967,MAT-100967,PRO-12X/PL.18 304TL 0.7mm,OPS-PRO-12X,True
NW11,P01_NW11_MAT-100983,MAT-100983,HT80/PL.34 304TL 0.8mm,OPS-HT80,False
NW11,P01_NW11_MAT-100995,MAT-100995,HT80/PL.46 304TL 0.6mm,OPS-HT80,True
NW11,P01_NW11_MAT-100997,MAT-100997,S120/PL.48 304TL 0.3mm,OPS-S120,True
NW11,P01_NW11_MAT-101007,MAT-101007,HT80/PL.08 304TL 0.7mm,OPS-HT80,True
NW11,P01_NW11_MAT-101016,MAT-101016,MX100/PL.17 304TL 0.5mm,OPS-MX100,False
NW11,P01_NW11_MAT-101029,MAT-101029,MX200/PL.30 304TL 0.6mm,OPS-MX200,True
NW11,P01_NW11_MAT-101032,MAT-101032,S62/PL.33 304TL 0.4mm,OPS-S62,True
NW11,P01_NW11_MAT-101033,MAT-101033,S120/PL.34 304TL 0.4mm,OPS-S120,False
NW11,P01_NW11_MAT-101050,MAT-101050,PRO-9X/PL.01 304TL 0.7mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-101062,MAT-101062,PRO-9X/PL.13 304TL 0.4mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-101072,MAT-101072,XL420/PL.23 304TL 0.7mm,OPS-XL420,False
NW11,P01_NW11_MAT-101076,MAT-101076,MX100/PL.27 304TL 0.5mm,OPS-MX100,True
NW11,P01_NW11_MAT-101084,MAT-101084,XL420/PL.35 304TL 0.5mm,OPS-XL420,False
NW11,P01_NW11_MAT-101085,MAT-101085,XL520/PL.36 304TL 0.3mm,OPS-XL520,False
NW11,P01_NW11_MAT-101096,MAT-101096,XL420/PL.47 304TL 0.5mm,OPS-XL420,True
NW11,P01_NW11_MAT-101098,MAT-101098,PRO-9X/PL.49 304TL 0.3mm,OPS-PRO-9X,False
NW11,P01_NW11_MAT-101104,MAT-101104,S62/PL.05 304TL 0.5mm,OPS-S62,False
NW11,P01_NW11_MAT-101106,MAT-101106,S140/PL.07 304TL 0.7mm,OPS-S140,True
NW11,P01_NW11_MAT-101114,MAT-101114,MX250/PL.15 304TL 0.6mm,OPS-MX250,False
NW11,P01_NW11_MAT-101115,MAT-101115,HT80/PL.16 304TL 0.5mm,OPS-HT80,True
NW11,P01_NW11_MAT-101124,MAT-101124,MX100/PL.25 304TL 0.7mm,OPS-MX100,True
NW11,P01_NW11_MAT-101144,MAT-101144,XL420/PL.45 304TL 0.6mm,OPS-XL420,False
NW11,P01_NW11_MAT-101147,MAT-101147,PRO-12X/PL.48 304TL 0.8mm,OPS-PRO-12X,True
NW11,P01_NW11_MAT-101161,MAT-101161,MX200/PL.12 304TL 0.3mm,OPS-MX200,True
