Sap code,Description,Old Material Number,Base Unit of Measure,Material Type,ABC (SAP),Procurement Type,In House Production Time (WD),Production LT Weeks,Transportation Lanes Lead Time (CD),Planned Delivery Time (MARC) (CD),Standard Cost in EUR,Avg Sales Price in EUR,G35 - Plant,G37 - Vendor,P45 - Supply Group,P55 - Operations Group,Is Network Material,BOM Material,BOM Header,BOM Component
MAT-100558,PRO-9X/PL.09 304TL 0.4mm,OLD-100558,PC,ROH,C,X,7,3,14,14,50.68,13.78,NW05,V-96875,SG-86,OPS-PRO-9X,N,MAT-100558,BH-1293,BC-8201
MAT-100562,MX250/PL.13 304TL 0.5mm,OLD-100562,PC,ROH,A,F,14,2,30,21,118.82,203.05,NW05,V-22369,SG-67,OPS-MX250,N,MAT-100562,BH-6545,BC-3732
MAT-100573,MX200/PL.24 304TL 0.8mm,OLD-100573,PC,HALB,A,F,7,8,14,21,34.61,72.22,NW05,V-86016,SG-39,OPS-MX200,N,MAT-100573,BH-5053,BC-3284
MAT-100574,MX250/PL.25 304TL 0.4mm,OLD-100574,PC,FERT,B,X,7,3,21,45,101.08,5.66,NW05,V-85268,SG-90,OPS-MX250,Y,MAT-100574,BH-2884,BC-2269
MAT-100576,S62/PL.27 304TL 0.7mm,OLD-100576,PC,FERT,A,E,21,6,7,60,106.57,93.22,NW05,V-79693,SG-78,OPS-S62,Y,MAT-100576,BH-1636,BC-8137
MAT-100577,S120/PL.28 304TL 0.8mm,OLD-100577,PC,ROH,A,F,5,2,14,28,11.44,77.99,NW05,V-26670,SG-86,OPS-S120,N,MAT-100577,BH-9190,BC-5828
MAT-100583,PRO-12X/PL.34 304TL 0.5mm,OLD-100583,PC,ROH,C,X,10,6,21,14,21.13,188.37,NW05,V-81200,SG-103,OPS-PRO-12X,N,MAT-100583,BH-6205,BC-6777
MAT-100588,S62/PL.39 304TL 0.7mm,OLD-100588,PC,ROH,A,X,5,3,7,28,110.22,62.2,NW05,V-96095,SG-83,OPS-S62,N,MAT-100588,BH-9441,BC-2751
MAT-100589,S120/PL.40 304TL 0.5mm,OLD-100589,PC,FERT,C,F,21,4,14,35,10.56,206.35,NW05,V-93535,SG-34,OPS-S120,N,MAT-100589,BH-2268,BC-2462
MAT-100594,PRO-9X/PL.45 304TL 0.7mm,OLD-100594,PC,FERT,C,X,5,6,30,45,103.7,215.44,NW05,V-54914,SG-55,OPS-PRO-9X,N,MAT-100594,BH-6602,BC-4589
MAT-100598,MX250/PL.49 304TL 0.3mm,OLD-100598,PC,FERT,A,E,7,2,30,35,30.65,63.52,NW05,V-94582,SG-61,OPS-MX250,N,MAT-100598,BH-5646,BC-4164
MAT-100614,S140/PL.15 304TL 0.7mm,OLD-100614,PC,HALB,B,X,10,8,14,60,90.68,135.14,NW05,V-62712,SG-37,OPS-S140,N,MAT-100614,BH-7667,BC-1841
MAT-100617,XL520/PL.18 304TL 0.7mm,OLD-100617,PC,ROH,B,F,10,6,30,14,21.35,161.39,NW05,V-79814,SG-67,OPS-XL520,Y,MAT-100617,BH-3935,BC-9721
MAT-100619,PRO-12X/PL.20 304TL 0.4mm,OLD-100619,PC,FERT,C,F,14,2,7,21,91.89,24.4,NW05,V-14578,SG-17,OPS-PRO-12X,N,MAT-100619,BH-9817,BC-7422
MAT-100622,MX250/PL.23 304TL 0.3mm,OLD-100622,PC,HALB,C,F,5,2,21,28,75.09,155.98,NW05,V-24942,SG-94,OPS-MX250,N,MAT-100622,BH-7980,BC-2940
MAT-100628,XL420/PL.29 304TL 0.6mm,OLD-100628,PC,FERT,B,E,5,4,30,60,10.32,75.61,NW05,V-97506,SG-99,OPS-XL420,N,MAT-100628,BH-4214,BC-1072
MAT-100643,PRO-12X/PL.44 304TL 0.5mm,OLD-100643,PC,HALB,C,E,21,4,7,14,44.97,216.35,NW05,V-72046,SG-49,OPS-PRO-12X,Y,MAT-100643,BH-9314,BC-2385
MAT-100648,S62/PL.49 304TL 0.4mm,OLD-100648,PC,HALB,B,X,14,8,30,21,7.43,169.07,NW05,V-48218,SG-66,OPS-S62,N,MAT-100648,BH-1481,BC-7704
MAT-100652,XL420/PL.03 304TL 0.3mm,OLD-100652,PC,ROH,B,X,10,2,7,14,7.91,34.89,NW05,V-29132,SG-118,OPS-XL420,N,MAT-100652,BH-6201,BC-1252
MAT-100653,XL520/PL.04 304TL 0.7mm,OLD-100653,PC,HALB,B,X,21,3,7,35,49.25,11.14,NW05,V-34535,SG-73,OPS-XL520,N,MAT-100653,BH-9855,BC-5460
MAT-100655,PRO-12X/PL.06 304TL 0.4mm,OLD-100655,PC,ROH,A,X,10,6,14,60,89.04,50.54,NW05,V-44822,SG-103,OPS-PRO-12X,N,MAT-100655,BH-4080,BC-3124
MAT-100656,MX100/PL.07 304TL 0.4mm,OLD-100656,PC,HALB,C,F,7,2,30,28,32.06,12.11,NW05,V-12565,SG-91,OPS-MX100,Y,MAT-100656,BH-5465,BC-3525
MAT-100658,MX250/PL.09 304TL 0.8mm,OLD-100658,PC,FERT,B,X,14,8,7,14,21.14,180.93,NW05,V-89839,SG-80,OPS-MX250,N,MAT-100658,BH-7067,BC-6114
MAT-100659,HT80/PL.10 304TL 0.4mm,OLD-100659,PC,ROH,C,E,7,8,14,14,72.62,192.65,NW05,V-67929,SG-26,OPS-HT80,N,MAT-100659,BH-8196,BC-6678
MAT-100664,XL420/PL.15 304TL 0.3mm,OLD-100664,PC,ROH,B,E,14,4,21,45,79.73,158.36,NW05,V-27365,SG-91,OPS-XL420,Y,MAT-100664,BH-3589,BC-1105
MAT-100668,MX100/PL.19 304TL 0.7mm,OLD-100668,PC,FERT,C,E,10,6,14,45,79.91,211.85,NW05,V-29733,SG-12,OPS-MX100,N,MAT-100668,BH-2576,BC-6007
MAT-100669,MX200/PL.20 304TL 0.6mm,OLD-100669,PC,ROH,A,X,21,6,21,60,5.98,148.37,NW05,V-93155,SG-53,OPS-MX200,Y,MAT-100669,BH-5463,BC-8095
MAT-100672,S62/PL.23 304TL 0.5mm,OLD-100672,PC,HALB,C,F,14,6,21,45,59.96,82.87,NW05,V-93150,SG-74,OPS-S62,Y,MAT-100672,BH-1262,BC-9778
MAT-100675,S160/PL.26 304TL 0.3mm,OLD-100675,PC,HALB,B,E,7,2,14,14,23.32,153.73,NW05,V-70643,SG-23,OPS-S160,N,MAT-100675,BH-7556,BC-5281
MAT-100676,XL420/PL.27 304TL 0.3mm,OLD-100676,PC,FERT,A,E,10,6,21,28,36.52,83.95,NW05,V-42859,SG-33,OPS-XL420,N,MAT-100676,BH-4803,BC-9164
MAT-100693,MX200/PL.44 304TL 0.4mm,OLD-100693,PC,HALB,C,F,14,8,21,45,57.8,206.77,NW05,V-59065,SG-14,OPS-MX200,Y,MAT-100693,BH-5984,BC-3968
MAT-100696,S62/PL.47 304TL 0.4mm,OLD-100696,PC,HALB,B,E,7,6,30,21,49.38,174.02,NW05,V-83243,SG-28,OPS-S62,N,MAT-100696,BH-3051,BC-4513
MAT-100698,S140/PL.49 304TL 0.8mm,OLD-100698,PC,ROH,B,E,10,8,14,21,27.75,100.42,NW05,V-94143,SG-106,OPS-S140,Y,MAT-100698,BH-1568,BC-5685
MAT-100701,XL520/PL.02 304TL 0.7mm,OLD-100701,PC,FERT,A,X,10,6,7,45,54.76,96.39,NW05,V-13846,SG-81,OPS-XL520,Y,MAT-100701,BH-9076,BC-5912
MAT-100705,MX200/PL.06 304TL 0.6mm,OLD-100705,PC,ROH,C,X,10,6,21,14,96.36,207.02,NW05,V-81634,SG-77,OPS-MX200,Y,MAT-100705,BH-9248,BC-6868
MAT-100709,S120/PL.10 304TL 0.6mm,OLD-100709,PC,ROH,B,F,5,8,21,35,83.27,128.73,NW05,V-22988,SG-31,OPS-S120,Y,MAT-100709,BH-8233,BC-4861
MAT-100712,XL420/PL.13 304TL 0.6mm,OLD-100712,PC,FERT,A,X,5,6,7,14,92.03,118.7,NW05,V-60862,SG-77,OPS-XL420,Y,MAT-100712,BH-7294,BC-7696
MAT-100716,MX100/PL.17 304TL 0.3mm,OLD-100716,PC,ROH,A,X,10,4,21,60,60.76,4.13,NW05,V-64615,SG-81,OPS-MX100,N,MAT-100716,BH-4266,BC-3007
MAT-100718,MX250/PL.19 304TL 0.5mm,OLD-100718,PC,FERT,B,E,21,4,7,35,110.75,134.82,NW05,V-29573,SG-65,OPS-MX250,Y,MAT-100718,BH-4658,BC-4433
MAT-100725,XL520/PL.26 304TL 0.5mm,OLD-100725,PC,ROH,B,F,14,2,7,14,43.09,119.43,NW05,V-94799,SG-118,OPS-XL520,Y,MAT-100725,BH-1798,BC-6057
MAT-100731,HT80/PL.32 304TL 0.5mm,OLD-100731,PC,HALB,C,F,5,4,21,21,13.79,9.63,NW05,V-61323,SG-29,OPS-HT80,N,MAT-100731,BH-5213,BC-1330
MAT-100735,S160/PL.36 304TL 0.7mm,OLD-100735,PC,HALB,B,E,21,4,21,28,61.72,23.89,NW05,V-79132,SG-51,OPS-S160,N,MAT-100735,BH-1593,BC-5502
MAT-100751,PRO-12X/PL.02 304TL 0.6mm,OLD-100751,PC,HALB,B,E,14,6,7,35,77.8,185.17,NW05,V-40225,SG-96,OPS-PRO-12X,N,MAT-100751,BH-5403,BC-9013
MAT-100755,HT80/PL.06 304TL 0.4mm,OLD-100755,PC,ROH,A,E,14,4,7,35,9.87,201.28,NW05,V-98217,SG-119,OPS-HT80,N,MAT-100755,BH-6883,BC-2499
MAT-100758,S140/PL.09 304TL 0.8mm,OLD-100758,PC,ROH,B,F,7,8,30,45,52.19,31.83,NW05,V-74725,SG-105,OPS-S140,N,MAT-100758,BH-9692,BC-4415
MAT-100761,XL520/PL.12 304TL 0.8mm,OLD-100761,PC,ROH,A,X,5,6,30,60,90.55,155.78,NW05,V-13800,SG-105,OPS-XL520,Y,MAT-100761,BH-7388,BC-8192
MAT-100769,S120/PL.20 304TL 0.3mm,OLD-100769,PC,ROH,B,F,10,3,21,21,116.67,138.57,NW05,V-46910,SG-53,OPS-S120,N,MAT-100769,BH-6808,BC-4295
MAT-100787,PRO-12X/PL.38 304TL 0.8mm,OLD-100787,PC,ROH,C,E,7,6,7,35,19.5,73.04,NW05,V-32796,SG-59,OPS-PRO-12X,Y,MAT-100787,BH-9398,BC-8898
MAT-100790,MX250/PL.41 304TL 0.6mm,OLD-100790,PC,FERT,B,F,10,6,7,28,12.97,92.26,NW05,V-39446,SG-81,OPS-MX250,Y,MAT-100790,BH-8777,BC-9045
MAT-100793,S120/PL.44 304TL 0.7mm,OLD-100793,PC,ROH,B,E,7,3,7,45,18.79,111.93,NW05,V-28000,SG-76,OPS-S120,N,MAT-100793,BH-1301,BC-1899
MAT-100806,S140/PL.07 304TL 0.5mm,OLD-100806,PC,ROH,C,F,21,3,30,35,108.66,94.08,NW05,V-55583,SG-44,OPS-S140,Y,MAT-100806,BH-6407,BC-8736
MAT-100807,S160/PL.08 304TL 0.6mm,OLD-100807,PC,HALB,C,F,5,2,21,28,102.31,77.47,NW05,V-87943,SG-98,OPS-S160,N,MAT-100807,BH-5415,BC-1909
MAT-100816,S62/PL.17 304TL 0.6mm,OLD-100816,PC,FERT,B,X,14,3,30,35,106.09,104.02,NW05,V-68174,SG-16,OPS-S62,N,MAT-100816,BH-9442,BC-7790
MAT-100817,S120/PL.18 304TL 0.5mm,OLD-100817,PC,HALB,B,X,21,6,14,35,101.35,72.52,NW05,V-67131,SG-40,OPS-S120,Y,MAT-100817,BH-9987,BC-2596
MAT-100819,S160/PL.20 304TL 0.6mm,OLD-100819,PC,ROH,B,F,14,8,7,28,34.45,73.18,NW05,V-34057,SG-70,OPS-S160,Y,MAT-100819,BH-8360,BC-7603
MAT-100820,XL420/PL.21 304TL 0.7mm,OLD-100820,PC,HALB,A,F,21,8,14,28,116.44,154.36,NW05,V-67027,SG-38,OPS-XL420,N,MAT-100820,BH-7267,BC-7729
MAT-100821,XL520/PL.22 304TL 0.4mm,OLD-100821,PC,HALB,A,X,14,8,7,28,106.89,150.62,NW05,V-31392,SG-71,OPS-XL520,Y,MAT-100821,BH-8164,BC-3066
MAT-100824,MX100/PL.25 304TL 0.7mm,OLD-100824,PC,HALB,C,F,5,2,30,45,81.68,68.63,NW05,V-53774,SG-14,OPS-MX100,Y,MAT-100824,BH-7150,BC-8607
MAT-100827,HT80/PL.28 304TL 0.4mm,OLD-100827,PC,FERT,A,X,10,4,7,14,46.87,82.67,NW05,V-90136,SG-115,OPS-HT80,Y,MAT-100827,BH-3444,BC-3606
MAT-100828,S62/PL.29 304TL 0.7mm,OLD-100828,PC,FERT,B,X,7,6,21,28,29.14,150.04,NW05,V-66116,SG-51,OPS-S62,Y,MAT-100828,BH-2453,BC-6293
MAT-100830,S140/PL.31 304TL 0.4mm,OLD-100830,PC,FERT,A,X,5,3,21,45,40.06,105.83,NW05,V-38815,SG-109,OPS-S140,N,MAT-100830,BH-9953,BC-7790
MAT-100841,S120/PL.42 304TL 0.3mm,OLD-100841,PC,ROH,B,X,14,8,21,14,61.91,142.04,NW05,V-71055,SG-36,OPS-S120,N,MAT-100841,BH-8610,BC-2899
MAT-100842,S140/PL.43 304TL 0.8mm,OLD-100842,PC,HALB,C,F,7,8,21,35,9.0,181.44,NW05,V-78598,SG-21,OPS-S140,Y,MAT-100842,BH-5709,BC-7873
MAT-100845,XL520/PL.46 304TL 0.6mm,OLD-100845,PC,ROH,A,F,21,2,14,45,96.37,82.87,NW05,V-71567,SG-116,OPS-XL520,Y,MAT-100845,BH-7829,BC-3497
MAT-100848,MX100/PL.49 304TL 0.4mm,OLD-100848,PC,ROH,B,X,14,8,21,35,6.3,90.48,NW05,V-60831,SG-23,OPS-MX100,N,MAT-100848,BH-8545,BC-1460
MAT-100854,S140/PL.05 304TL 0.5mm,OLD-100854,PC,ROH,A,X,5,3,7,21,67.29,142.32,NW05,V-49543,SG-64,OPS-S140,N,MAT-100854,BH-8711,BC-6344
MAT-100860,MX100/PL.11 304TL 0.5mm,OLD-100860,PC,HALB,B,E,10,2,14,60,74.07,32.69,NW05,V-48620,SG-95,OPS-MX100,Y,MAT-100860,BH-2038,BC-1085
MAT-100871,PRO-12X/PL.22 304TL 0.6mm,OLD-100871,PC,ROH,B,F,7,6,14,21,91.4,84.76,NW05,V-28700,SG-113,OPS-PRO-12X,N,MAT-100871,BH-4465,BC-5410
MAT-100873,MX200/PL.24 304TL 0.6mm,OLD-100873,PC,HALB,A,X,10,8,7,28,24.64,28.04,NW05,V-40821,SG-118,OPS-MX200,Y,MAT-100873,BH-4572,BC-5207
MAT-100886,MX250/PL.37 304TL 0.4mm,OLD-100886,PC,HALB,C,E,14,2,14,21,57.52,65.31,NW05,V-93511,SG-18,OPS-MX250,N,MAT-100886,BH-4522,BC-3848
MAT-100894,PRO-9X/PL.45 304TL 0.8mm,OLD-100894,PC,ROH,C,F,21,4,21,60,99.53,47.46,NW05,V-37233,SG-48,OPS-PRO-9X,N,MAT-100894,BH-3159,BC-8432
MAT-100897,MX200/PL.48 304TL 0.6mm,OLD-100897,PC,FERT,C,E,7,6,7,14,89.61,210.48,NW05,V-35719,SG-116,OPS-MX200,N,MAT-100897,BH-9655,BC-6765
MAT-100904,XL420/PL.05 304TL 0.6mm,OLD-100904,PC,FERT,A,X,10,8,21,21,52.95,209.86,NW05,V-49106,SG-64,OPS-XL420,Y,MAT-100904,BH-7361,BC-9654
MAT-100905,XL520/PL.06 304TL 0.6mm,OLD-100905,PC,FERT,B,X,21,4,21,21,103.88,66.42,NW05,V-16871,SG-97,OPS-XL520,N,MAT-100905,BH-2837,BC-8011
MAT-100910,MX250/PL.11 304TL 0.4mm,OLD-100910,PC,ROH,C,E,7,3,7,60,80.05,209.03,NW05,V-58368,SG-44,OPS-MX250,Y,MAT-100910,BH-5958,BC-1860
MAT-100916,XL420/PL.17 304TL 0.3mm,OLD-100916,PC,ROH,B,E,7,3,21,14,74.07,107.36,NW05,V-85025,SG-116,OPS-XL420,Y,MAT-100916,BH-8329,BC-2949
MAT-100918,PRO-9X/PL.19 304TL 0.7mm,OLD-100918,PC,ROH,B,E,10,8,21,45,55.5,185.16,NW05,V-55402,SG-19,OPS-PRO-9X,Y,MAT-100918,BH-5422,BC-1447
MAT-100921,MX200/PL.22 304TL 0.4mm,OLD-100921,PC,HALB,A,E,5,6,7,35,70.03,74.57,NW05,V-74667,SG-45,OPS-MX200,Y,MAT-100921,BH-5834,BC-8028
MAT-100922,MX250/PL.23 304TL 0.7mm,OLD-100922,PC,FERT,A,X,7,2,21,35,93.65,204.97,NW05,V-91039,SG-115,OPS-MX250,N,MAT-100922,BH-4557,BC-7977
MAT-100926,S140/PL.27 304TL 0.7mm,OLD-100926,PC,FERT,C,F,21,4,21,14,24.43,168.19,NW05,V-34415,SG-111,OPS-S140,N,MAT-100926,BH-4904,BC-9588
MAT-100927,S160/PL.28 304TL 0.5mm,OLD-100927,PC,ROH,A,E,14,8,7,14,94.47,54.54,NW05,V-70097,SG-71,OPS-S160,Y,MAT-100927,BH-8409,BC-3213
MAT-100928,XL420/PL.29 304TL 0.7mm,OLD-100928,PC,HALB,C,X,21,3,14,60,110.88,144.44,NW05,V-61860,SG-20,OPS-XL420,Y,MAT-100928,BH-2876,BC-8222
MAT-100935,HT80/PL.36 304TL 0.3mm,OLD-100935,PC,FERT,A,E,7,4,21,45,94.49,53.96,NW05,V-25060,SG-12,OPS-HT80,N,MAT-100935,BH-1021,BC-3662
MAT-100937,S120/PL.38 304TL 0.4mm,OLD-100937,PC,HALB,C,X,7,8,7,28,95.52,94.52,NW05,V-41417,SG-73,OPS-S120,N,MAT-100937,BH-3385,BC-3391
MAT-100938,S140/PL.39 304TL 0.4mm,OLD-100938,PC,HALB,C,E,10,3,21,45,86.65,67.0,NW05,V-82956,SG-97,OPS-S140,N,MAT-100938,BH-9081,BC-4124
MAT-100943,PRO-12X/PL.44 304TL 0.7mm,OLD-100943,PC,FERT,B,E,21,8,7,14,7.36,174.95,NW05,V-97161,SG-83,OPS-PRO-12X,N,MAT-100943,BH-1555,BC-3150
MAT-100947,HT80/PL.48 304TL 0.7mm,OLD-100947,PC,FERT,A,F,10,6,14,35,39.08,112.08,NW05,V-46475,SG-73,OPS-HT80,Y,MAT-100947,BH-5341,BC-5609
MAT-100952,XL420/PL.03 304TL 0.6mm,OLD-100952,PC,ROH,A,X,10,4,14,28,85.79,66.83,NW05,V-93773,SG-26,OPS-XL420,N,MAT-100952,BH-2284,BC-5438
MAT-100972,S62/PL.23 304TL 0.5mm,OLD-100972,PC,ROH,C,X,10,8,14,60,82.02,136.55,NW05,V-55596,SG-101,OPS-S62,N,MAT-100972,BH-6190,BC-5376
MAT-100976,XL420/PL.27 304TL 0.3mm,OLD-100976,PC,FERT,C,E,5,8,21,28,42.14,133.2,NW05,V-73654,SG-46,OPS-XL420,Y,MAT-100976,BH-7338,BC-7861
MAT-100980,MX100/PL.31 304TL 0.3mm,OLD-100980,PC,HALB,A,E,21,4,7,21,7.58,7.11,NW05,V-98985,SG-22,OPS-MX100,N,MAT-100980,BH-6979,BC-5665
MAT-100982,MX250/PL.33 304TL 0.3mm,OLD-100982,PC,HALB,A,X,10,6,7,45,13.56,183.48,NW05,V-99769,SG-76,OPS-MX250,Y,MAT-100982,BH-1217,BC-5371
MAT-100986,S140/PL.37 304TL 0.4mm,OLD-100986,PC,HALB,A,X,21,2,21,35,87.51,24.2,NW05,V-17122,SG-86,OPS-S140,Y,MAT-100986,BH-2323,BC-3256
MAT-100988,XL420/PL.39 304TL 0.4mm,OLD-100988,PC,FERT,B,E,21,3,7,21,2.78,213.02,NW05,V-41932,SG-85,OPS-XL420,Y,MAT-100988,BH-3216,BC-2476
MAT-100990,PRO-9X/PL.41 304TL 0.3mm,OLD-100990,PC,ROH,A,E,5,4,7,14,93.75,22.54,NW05,V-36128,SG-10,OPS-PRO-9X,Y,MAT-100990,BH-5376,BC-3138
MAT-100993,MX200/PL.44 304TL 0.7mm,OLD-100993,PC,HALB,C,F,21,2,14,60,5.83,192.88,NW05,V-78645,SG-48,OPS-MX200,Y,MAT-100993,BH-8038,BC-4699
MAT-101000,XL420/PL.01 304TL 0.7mm,OLD-101000,PC,HALB,A,E,21,6,30,21,57.62,90.73,NW05,V-35521,SG-78,OPS-XL420,Y,MAT-101000,BH-9333,BC-7243
MAT-101001,XL520/PL.02 304TL 0.5mm,OLD-101001,PC,ROH,C,F,7,3,7,14,103.68,174.76,NW05,V-33375,SG-99,OPS-XL520,N,MAT-101001,BH-6814,BC-7200
MAT-101002,PRO-9X/PL.03 304TL 0.7mm,OLD-101002,PC,FERT,A,F,14,6,21,60,13.37,209.49,NW05,V-81135,SG-10,OPS-PRO-9X,N,MAT-101002,BH-8360,BC-8727
MAT-101007,HT80/PL.08 304TL 0.7mm,OLD-101007,PC,HALB,A,E,10,8,30,35,23.07,98.92,NW05,V-65584,SG-65,OPS-HT80,N,MAT-101007,BH-2568,BC-9502
MAT-101008,S62/PL.09 304TL 0.3mm,OLD-101008,PC,HALB,A,E,14,8,21,35,107.11,163.56,NW05,V-96438,SG-45,OPS-S62,N,MAT-101008,BH-1776,BC-4917
MAT-101012,XL420/PL.13 304TL 0.7mm,OLD-101012,PC,FERT,B,X,21,4,14,14,61.53,108.86,NW05,V-69455,SG-19,OPS-XL420,N,MAT-101012,BH-2687,BC-6115
MAT-101014,PRO-9X/PL.15 304TL 0.4mm,OLD-101014,PC,FERT,A,E,10,8,30,60,83.55,185.08,NW05,V-98062,SG-15,OPS-PRO-9X,N,MAT-101014,BH-2871,BC-7874
MAT-101016,MX100/PL.17 304TL 0.5mm,OLD-101016,PC,HALB,B,F,21,6,14,60,44.53,29.76,NW05,V-28307,SG-65,OPS-MX100,Y,MAT-101016,BH-5461,BC-3947
MAT-101018,MX250/PL.19 304TL 0.5mm,OLD-101018,PC,ROH,B,F,14,4,30,60,19.54,25.15,NW05,V-56329,SG-120,OPS-MX250,N,MAT-101018,BH-9437,BC-2845
MAT-101024,XL420/PL.25 304TL 0.8mm,OLD-101024,PC,FERT,B,F,5,2,21,60,60.54,138.79,NW05,V-60662,SG-94,OPS-XL420,N,MAT-101024,BH-4230,BC-3743
MAT-101042,MX250/PL.43 304TL 0.8mm,OLD-101042,PC,FERT,C,X,21,4,30,45,108.54,178.78,NW05,V-31209,SG-107,OPS-MX250,Y,MAT-101042,BH-3284,BC-4763
MAT-101047,S160/PL.48 304TL 0.6mm,OLD-101047,PC,HALB,A,E,14,6,21,60,80.11,201.99,NW05,V-88628,SG-101,OPS-S160,Y,MAT-101047,BH-8447,BC-6306
MAT-101048,XL420/PL.49 304TL 0.5mm,OLD-101048,PC,ROH,B,E,10,8,7,35,29.06,17.82,NW05,V-42461,SG-20,OPS-XL420,N,MAT-101048,BH-5141,BC-1107
MAT-101056,S62/PL.07 304TL 0.4mm,OLD-101056,PC,ROH,B,F,14,3,30,28,75.94,5.49,NW05,V-18302,SG-52,OPS-S62,Y,MAT-101056,BH-5870,BC-4464
MAT-101065,MX200/PL.16 304TL 0.5mm,OLD-101065,PC,FERT,B,E,21,2,7,21,32.93,58.47,NW05,V-17996,SG-78,OPS-MX200,Y,MAT-101065,BH-8425,BC-1604
MAT-101072,XL420/PL.23 304TL 0.7mm,OLD-101072,PC,ROH,B,E,14,2,14,35,13.43,190.42,NW05,V-88783,SG-40,OPS-XL420,Y,MAT-101072,BH-8245,BC-8643
MAT-101073,XL520/PL.24 304TL 0.5mm,OLD-101073,PC,ROH,B,F,14,2,7,21,24.3,39.27,NW05,V-57744,SG-24,OPS-XL520,N,MAT-101073,BH-3404,BC-9345
MAT-101075,PRO-12X/PL.26 304TL 0.5mm,OLD-101075,PC,ROH,A,X,10,2,21,28,43.63,4.09,NW05,V-80855,SG-23,OPS-PRO-12X,Y,MAT-101075,BH-3886,BC-8396
MAT-101076,MX100/PL.27 304TL 0.5mm,OLD-101076,PC,ROH,C,X,14,6,14,21,5.13,198.77,NW05,V-78801,SG-104,OPS-MX100,Y,MAT-101076,BH-2785,BC-6195
MAT-101077,MX200/PL.28 304TL 0.7mm,OLD-101077,PC,ROH,C,F,21,4,14,28,12.98,48.56,NW05,V-38836,SG-114,OPS-MX200,N,MAT-101077,BH-5192,BC-7164
MAT-101087,PRO-12X/PL.38 304TL 0.6mm,OLD-101087,PC,ROH,C,X,7,8,30,14,87.93,25.05,NW05,V-94358,SG-48,OPS-PRO-12X,Y,MAT-101087,BH-7058,BC-3188
MAT-101093,S120/PL.44 304TL 0.4mm,OLD-101093,PC,HALB,B,E,14,8,14,35,14.21,36.32,NW05,V-10318,SG-11,OPS-S120,Y,MAT-101093,BH-5146,BC-7441
MAT-101097,XL520/PL.48 304TL 0.3mm,OLD-101097,PC,ROH,C,E,5,2,14,21,81.93,42.33,NW05,V-51416,SG-100,OPS-XL520,N,MAT-101097,BH-5869,BC-3907
MAT-101099,PRO-12X/PL.50 304TL 0.3mm,OLD-101099,PC,HALB,A,F,10,2,30,60,38.29,20.56,NW05,V-35762,SG-75,OPS-PRO-12X,Y,MAT-101099,BH-3906,BC-7427
MAT-101112,MX100/PL.13 304TL 0.3mm,OLD-101112,PC,ROH,A,F,14,2,7,60,101.22,122.0,NW05,V-67953,SG-84,OPS-MX100,Y,MAT-101112,BH-5137,BC-1685
MAT-101115,HT80/PL.16 304TL 0.5mm,OLD-101115,PC,ROH,A,X,21,6,30,35,63.62,31.79,NW05,V-83622,SG-30,OPS-HT80,Y,MAT-101115,BH-5521,BC-9831
MAT-101134,PRO-9X/PL.35 304TL 0.8mm,OLD-101134,PC,ROH,B,F,7,4,7,21,23.02,186.16,NW05,V-48295,SG-45,OPS-PRO-9X,Y,MAT-101134,BH-5138,BC-8246
MAT-101136,MX100/PL.37 304TL 0.4mm,OLD-101136,PC,ROH,B,X,21,3,14,14,28.44,87.61,NW05,V-41171,SG-37,OPS-MX100,Y,MAT-101136,BH-1791,BC-8312
MAT-101137,MX200/PL.38 304TL 0.7mm,OLD-101137,PC,FERT,C,X,10,6,30,45,6.17,106.54,NW05,V-95775,SG-59,OPS-MX200,Y,MAT-101137,BH-5357,BC-1551
MAT-101140,S62/PL.41 304TL 0.7mm,OLD-101140,PC,ROH,B,E,7,4,7,21,49.94,84.0,NW05,V-95429,SG-12,OPS-S62,Y,MAT-101140,BH-7993,BC-1219
MAT-101141,S120/PL.42 304TL 0.7mm,OLD-101141,PC,ROH,C,F,5,2,21,35,77.36,99.27,NW05,V-50159,SG-79,OPS-S120,N,MAT-101141,BH-4709,BC-8197
MAT-101155,S160/PL.06 304TL 0.7mm,OLD-101155,PC,FERT,A,E,10,2,7,28,97.59,28.69,NW05,V-39318,SG-60,OPS-S160,Y,MAT-101155,BH-7703,BC-5332
MAT-101156,XL420/PL.07 304TL 0.4mm,OLD-101156,PC,FERT,A,X,10,8,7,28,58.38,162.94,NW05,V-71852,SG-50,OPS-XL420,N,MAT-101156,BH-9194,BC-7089
MAT-101160,MX100/PL.11 304TL 0.7mm,OLD-101160,PC,HALB,B,F,10,2,30,21,77.51,31.15,NW05,V-96025,SG-119,OPS-MX100,N,MAT-101160,BH-7215,BC-9951
MAT-101167,S160/PL.18 304TL 0.5mm,OLD-101167,PC,HALB,C,F,14,8,7,14,17.61,123.25,NW05,V-70478,SG-80,OPS-S160,N,MAT-101167,BH-5084,BC-1126
MAT-101168,XL420/PL.19 304TL 0.4mm,OLD-101168,PC,ROH,B,X,21,4,7,35,84.66,206.79,NW05,V-24966,SG-92,OPS-XL420,N,MAT-101168,BH-8781,BC-5353
MAT-101171,PRO-12X/PL.22 304TL 0.5mm,OLD-101171,PC,FERT,B,X,14,4,7,28,20.95,91.01,NW05,V-91141,SG-95,OPS-PRO-12X,N,MAT-101171,BH-5172,BC-7982
