Status,Connector RCCP pivot,Connector Plant_Material nr,Material number,Material Description,Cycle time,Work center,Tool number,Project_name,Plate Factory,Plate Final,Plate Description,All delayed,demand_month,demand_pcs,product_type,demand_year,demand_month_num,pipeline_plant,factory_production_type,Plant_2_6,Type_2_6,Sap code_2_6,Material description_2_6,Total QTY_2_6,Tool No._2_6,Work center_2_6,Cycle times Standard Value (Machine)_2_6,OPS plan GD_2_6,Rev no_2_6,Material Status_2_6,Project ID,Region,Owner,Probability,Requested delivery date,Customer segment,Total expected PCS,Total expected EUR,Revenue tier,Submission channel,Description_2_3,Material Type_2_3,ABC (SAP)_2_3,Procurement Type_2_3,In House Production Time (WD)_2_3,Production LT Weeks_2_3,Transportation Lanes Lead Time (CD)_2_3,Planned Delivery Time (MARC) (CD)_2_3,Standard Cost in EUR_2_3,Avg Sales Price in EUR_2_3,G37 - Vendor_2_3,P45 - Supply Group_2_3,P55 - Operations Group_2_3,Is Network Material_2_3,Base Unit of Measure_2_3,WC-Description long_2_5,Size_2_5,Weekly Schedule_2_5,Hours_2_5,Days_2_5,Weekly available time_2_5,OEE (in %)_2_5,Daily breaks (in H)_2_5,NR of stands per WC_2_5,AP Limit_2_5,cap_avg_available_hrs_per_week,cap_avg_load_hrs_per_week,cap_utilization_pct,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP,ops_avg_planned_pcs_per_week,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Total Scrap Factor,Effective Component Quantity,Comp Plate/Gasket,BOM Status,Header Description,Stock Qty_3_1,ATP Quantity_3_1,ATP Qty (allow negative)_3_1,Reserved Stock Qty_3_1,Stock in Transit Qty_3_1,Safety Stock Qty_3_1,Minimum Safety Stock Qty_3_1,Stock Value (EUR)_3_1,Stock in Transit Value (EUR)_3_1,Total Stock Value (EUR)_3_1,Calendar day_3_1,Operation Group_3_1,inv_usable_qty_3_1
Not approved,NW15_Northwind Indochina,NW15_MAT-100418,MAT-100418,MX250/PL.19 304TL 0.6mm,1.484,EXTRUSION_1,T-70368-A,PRJ-BETA-0354,P01_NW15_Northwind Indochina,MAT-100418,MX250/PL.19 304TL 0.6mm,0,11 2026,428,Plates,2026,11,NW15,Both,NW15,Plates,MAT-100418,MX250/PL.19 304TL 0.6mm,236572.0,T-70368-A,EXTRUSION_1,1.484,239041.0,C,Active,SF-100353,EMEA-East,K. Suzuki,10,2026-07-18,District Heating,46991,485286.82,Small,Direct,MX250/PL.19 304TL 0.6mm,ROH,A,F,14.0,4.0,7.0,45.0,73.96,71.6,V-58569,SG-101,OPS-MX250,N,PC,Extrusion line A,M,12/6,12.0,6.0,41.62,0.703,1.5,2.0,"Available Capacity, hours",41.619999999999905,16.449230769230763,0.3952241895538395,OPS-MX250,False,0.13826794871794873,RM-COIL-NI,6.442,KG,COIL NICKEL 1200mm 0.35mm,2.0,0.042,0.018,1.0608,6.834,Plates,Active,MX250/PL.19 304TL 0.6mm,3685.0,2761.0,3040.0,382.0,2402.0,1059.0,741.0,212049.2,138220.4,350269.6,2026.04.03,OPS-MX250,5028.0
Not approved,NW11_Northwind Levant,NW11_MAT-101166,MAT-101166,S140/PL.17 304TL 0.8mm,1.542,GRINDING_1,T-70649-D,PRJ-EPSILON-0642,P01_NW11_Northwind Levant,MAT-101166,S140/PL.17 304TL 0.8mm,0,11 2026,3050,Plates,2026,11,NW11,Both,NW11,Plates,MAT-101166,S140/PL.17 304TL 0.8mm,198500.0,T-70649-D,GRINDING_1,1.542,189349.0,C,Active,SF-100641,APAC-South,S. Iyer,50,2026-11-09,Pharma,5865,717251.8,Small,Partner,S140/PL.17 304TL 0.8mm,FERT,A,X,14.0,3.0,21.0,35.0,58.24,127.28,V-60464,SG-29,OPS-S140,Y,PC,Grinding line,S,12/6,12.0,6.0,40.93,0.6935,1.5,1.0,"Available Capacity, hours",40.93000000000006,22.361153846153847,0.5463267492341514,OPS-S140,True,0.1342269230769231,RM-COIL-TI,5.372,KG,COIL TITANIUM 1200mm 0.4mm,8.0,0.038,0.01,1.0484,5.632,Plates,Active,S140/PL.17 304TL 0.8mm,8843.0,5061.0,4675.0,488.0,1099.0,1022.0,715.0,321374.41,39940.12,361314.53,2026.04.03,OPS-S140,8920.0
Not approved,NW13_Northwind Andes,NW13_MAT-100007,MAT-100007,PRO-12X/PL.08 304TL 0.4mm,1.58,PRESS_1,T-70178-D,PRJ-OMEGA-0449,P01_NW13_Northwind Andes,MAT-100007,PRO-12X/PL.08 304TL 0.4mm,0,11 2026,1998,Plates,2026,11,NW13,Both,NW13,Plates,MAT-100007,PRO-12X/PL.08 304TL 0.4mm,169690.0,T-70178-D,PRESS_1,1.58,165072.0,A,Active,SF-100448,LATAM,H. Lindqvist,50,2026-10-08,Marine,2267,300996.24,Large,OEM,PRO-12X/PL.08 304TL 0.4mm,FERT,B,X,21.0,6.0,21.0,60.0,87.61,196.49,V-70846,SG-113,OPS-PRO-12X,N,PC,Press 3300T,S,8/5,8.0,5.0,25.4,0.76,1.0,1.0,"Available Capacity, hours",25.400000000000063,11.082756410256408,0.4363289925297788,OPS-PRO-12X,False,0.08879743589743588,RM-COIL-SS316,9.434,KG,COIL SS316 1250mm 0.5mm,4.0,0.013,0.008,1.0211,9.633,Plates,Active,PRO-12X/PL.08 304TL 0.4mm,1666.0,1404.0,1355.0,297.0,170.0,759.0,531.0,75749.56,7729.55,83479.11,2026.04.03,OPS-PRO-12X,1077.0
Not approved,NW09_Northwind Alpine,NW09_MAT-101099,MAT-101099,PRO-12X/PL.50 304TL 0.3mm,1.512,GRINDING_1,T-70215-D,PRJ-OMEGA-0540,P01_NW09_Northwind Alpine,MAT-101099,PRO-12X/PL.50 304TL 0.3mm,0,11 2026,7332,Plates,2026,11,NW09,Both,NW09,Plates,MAT-101099,PRO-12X/PL.50 304TL 0.3mm,166468.0,T-70215-D,GRINDING_1,1.512,109054.0,B,Active,SF-100539,,L. Tran,50,2026-12-12,Pharma,16129,1050530.32,Small,Distributor,PRO-12X/PL.50 304TL 0.3mm,HALB,A,E,21.0,8.0,7.0,60.0,31.15,55.25,V-87393,SG-103,OPS-PRO-12X,Y,PC,Grinding line,S,12/5,12.0,5.0,39.46,0.741,1.0,1.0,"Available Capacity, hours",39.46000000000003,16.45878205128205,0.4171004067734931,OPS-PRO-12X,True,0.028354487179487187,RM-COIL-NI,9.273,KG,COIL NICKEL 1200mm 0.35mm,6.0,0.02,0.021,1.0414,9.657,Plates,Active,PRO-12X/PL.50 304TL 0.3mm,1680.0,1299.0,896.0,79.0,1762.0,238.0,167.0,38217.7,40083.09,78300.79,2026.04.03,OPS-PRO-12X,3204.0
Not approved,NW10_Northwind Baltics,NW10_MAT-101187,MAT-101187,HT80/PL.38 304TL 0.8mm,1.391,PRESS_4,T-70132-D,PRJ-DELTA-0275,P01_NW10_Northwind Baltics,MAT-101187,HT80/PL.38 304TL 0.8mm,0,11 2026,5836,Plates,2026,11,NW10,Both,NW10,Plates,MAT-101187,HT80/PL.38 304TL 0.8mm,182439.0,T-70132-D,PRESS_4,1.391,284475.0,C,Active,SF-100274,EMEA-East,C. Moreau,50,2026-08-16,Industrial,35700,822753.64,Medium,Direct,HT80/PL.38 304TL 0.8mm,HALB,C,E,21.0,4.0,21.0,60.0,11.3,184.95,V-99997,SG-16,OPS-HT80,Y,PC,Press 13900T,L,24/5,24.0,5.0,82.4,0.77,2.0,3.0,"Available Capacity, hours",82.39999999999978,43.91532051282052,0.5329529188449107,OPS-HT80,False,0.1361480769230769,RM-COIL-TI,8.849,KG,COIL TITANIUM 1200mm 0.4mm,2.0,0.051,0.019,1.071,9.477,Plates,Active,HT80/PL.38 304TL 0.8mm,2165.0,1938.0,1064.0,304.0,883.0,534.0,374.0,32760.84,13361.58,46122.42,2026.04.03,OPS-HT80,2514.0
Not approved,NW07_Northwind West Coast,NW07_MAT-101428,MAT-101428,S62/PL.29 304TL 0.3mm,1.247,EXTRUSION_1,T-70645-C,PRJ-EPSILON-0615,P01_NW07_Northwind West Coast,MAT-101428,S62/PL.29 304TL 0.3mm,0,11 2026,657,Plates,2026,11,NW07,Both,NW07,Plates,MAT-101428,S62/PL.29 304TL 0.3mm,97396.0,T-70645-C,EXTRUSION_1,1.247,199974.0,A,Active,SF-100614,EMEA-West,K. Suzuki,50,2026-11-16,Industrial,37367,993641.47,Large,OEM,S62/PL.29 304TL 0.3mm,HALB,B,X,14.0,3.0,14.0,45.0,27.5,145.51,V-20964,SG-74,OPS-S62,N,PC,Extrusion line A,M,8/5,8.0,5.0,26.54,0.7885,1.0,2.0,"Available Capacity, hours",26.53999999999997,12.33237179487179,0.4646711301760288,OPS-S62,True,0.05632179487179485,RM-COIL-SS304,6.009,KG,COIL SS304 1250mm 0.4mm,6.0,0.015,0.006,1.0211,6.136,Plates,Active,S62/PL.29 304TL 0.3mm,3696.0,3500.0,2918.0,149.0,2326.0,89.0,62.0,94415.92,59418.68,153834.6,2026.04.03,OPS-S62,5933.0
Not approved,NW07_Northwind West Coast,NW07_MAT-101428,MAT-101428,S62/PL.29 304TL 0.3mm,1.247,EXTRUSION_1,T-70645-C,PRJ-EPSILON-0615,P01_NW07_Northwind West Coast,MAT-101428,S62/PL.29 304TL 0.3mm,0,11 2026,657,Plates,2026,11,NW07,Both,NW07,Plates,MAT-101428,S62/PL.29 304TL 0.3mm,97396.0,T-70645-C,EXTRUSION_1,1.247,199974.0,A,Active,SF-100614,EMEA-West,K. Suzuki,50,2026-11-16,Industrial,37367,993641.47,Large,OEM,S62/PL.29 304TL 0.3mm,HALB,B,X,14.0,3.0,14.0,45.0,27.5,145.51,V-20964,SG-74,OPS-S62,N,PC,Extrusion line A,M,8/5,8.0,5.0,26.54,0.7885,1.0,2.0,"Available Capacity, hours",26.53999999999997,12.33237179487179,0.4646711301760288,OPS-S62,True,0.05632179487179485,RM-COIL-TI,4.671,KG,COIL TITANIUM 1200mm 0.4mm,6.0,0.023,0.013,1.0363,4.841,Plates,Active,S62/PL.29 304TL 0.3mm,3696.0,3500.0,2918.0,149.0,2326.0,89.0,62.0,94415.92,59418.68,153834.6,2026.04.03,OPS-S62,5933.0
Not approved,NW13_Northwind Andes,NW13_MAT-101013,MAT-101013,XL520/PL.14 304TL 0.6mm,2.14,PRESS_4,T-70210-B,PRJ-BETA-0499,P01_NW13_Northwind Andes,MAT-101013,XL520/PL.14 304TL 0.6mm,0,11 2026,12326,Plates,2026,11,NW13,Both,NW13,Plates,MAT-101013,XL520/PL.14 304TL 0.6mm,121959.0,T-70210-B,PRESS_4,2.14,142353.0,D,Active,SF-100498,EMEA-East,M. Akiyama,75,2026-02-06,District Heating,49030,1145149.86,Large,Direct,XL520/PL.14 304TL 0.6mm,HALB,B,X,7.0,8.0,7.0,28.0,75.72,164.43,V-52692,SG-12,OPS-XL520,Y,PC,Press 13900T,L,24/5,24.0,5.0,81.2,0.76,2.0,3.0,"Available Capacity, hours",81.20000000000017,38.726089743589746,0.4769222874826313,OPS-XL520,False,0.13584871794871806,RM-COIL-NI,9.872,KG,COIL NICKEL 1200mm 0.35mm,4.0,0.033,0.016,1.0495,10.361,Plates,Active,XL520/PL.14 304TL 0.6mm,2123.0,1279.0,1689.0,322.0,2413.0,989.0,692.0,65238.48,74150.01,139388.49,2026.04.03,OPS-XL520,3547.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100240,MAT-100240,S62/PL.41 304TL 0.8mm,1.352,ASSY_1,T-70306-C,PRJ-ALPHA-0379,P01_NW15_Northwind Indochina,MAT-100240,S62/PL.41 304TL 0.8mm,0,11 2026,2717,Plates,2026,11,NW15,Both,NW15,Plates,MAT-100240,S62/PL.41 304TL 0.8mm,101205.0,T-70306-C,ASSY_1,1.352,36632.0,B,Phase-out,SF-100378,LATAM,K. Suzuki,75,2026-02-28,Refrigeration,56374,125476.66,Medium,OEM,S62/PL.41 304TL 0.8mm,ROH,A,F,14.0,6.0,21.0,28.0,101.32,91.8,V-10618,SG-88,OPS-S62,Y,PC,Assembly cell,S,12/6,12.0,6.0,41.62,0.703,1.5,1.0,"Available Capacity, hours",41.619999999999905,21.055897435897453,0.5059081555958074,OPS-S62,True,0.05287884615384613,RM-COIL-SS304,6.278,KG,COIL SS304 1250mm 0.4mm,2.0,0.031,0.009,1.0403,6.531,Plates,Active,S62/PL.41 304TL 0.8mm,6268.0,4065.0,3254.0,1080.0,2718.0,1155.0,808.0,118778.04,51505.86,170283.9,2026.04.03,OPS-S62,7831.0
Not approved,NW01_Northwind Midwest,NW01_MAT-100514,MAT-100514,MX250/PL.15 304TL 0.4mm,1.154,PRESS_4,T-70546-B,PRJ-BETA-0636,P01_NW01_Northwind Midwest,MAT-100514,MX250/PL.15 304TL 0.4mm,0,11 2026,3103,Plates,2026,11,NW01,Both,NW01,Plates,MAT-100514,MX250/PL.15 304TL 0.4mm,102130.0,T-70546-B,PRESS_4,1.154,106993.0,C,Phase-out,SF-100635,,J. Park,50,2026-02-24,Food & Beverage,4526,612678.47,Large,Partner,MX250/PL.15 304TL 0.4mm,ROH,A,F,5.0,8.0,21.0,28.0,19.02,22.56,V-23287,SG-100,OPS-MX250,Y,PC,Press 8000T,M,12/5,12.0,5.0,43.0,0.8,1.0,2.0,"Available Capacity, hours",43.0,33.60660256410255,0.7815488968395943,OPS-MX250,False,0.16314423076923085,RM-COIL-HC276,7.223,KG,COIL HASTELLOY C276 1250mm 0.5mm,4.0,0.013,0.01,1.0231,7.39,Plates,Active,MX250/PL.15 304TL 0.4mm,3748.0,2592.0,2193.0,522.0,798.0,654.0,458.0,165555.62,35249.04,200804.66,2026.04.03,OPS-MX250,3892.0
Not approved,NW01_Northwind Midwest,NW01_MAT-100514,MAT-100514,MX250/PL.15 304TL 0.4mm,1.154,PRESS_4,T-70546-B,PRJ-BETA-0636,P01_NW01_Northwind Midwest,MAT-100514,MX250/PL.15 304TL 0.4mm,0,11 2026,3103,Plates,2026,11,NW01,Both,NW01,Plates,MAT-100514,MX250/PL.15 304TL 0.4mm,102130.0,T-70546-B,PRESS_4,1.154,106993.0,C,Phase-out,SF-100635,,J. Park,50,2026-02-24,Food & Beverage,4526,612678.47,Large,Partner,MX250/PL.15 304TL 0.4mm,ROH,A,F,5.0,8.0,21.0,28.0,19.02,22.56,V-23287,SG-100,OPS-MX250,Y,PC,Press 8000T,M,12/5,12.0,5.0,43.0,0.8,1.0,2.0,"Available Capacity, hours",43.0,33.60660256410255,0.7815488968395943,OPS-MX250,False,0.16314423076923085,RM-COIL-AL,5.194,KG,COIL ALUMINUM 1300mm 0.6mm,4.0,0.012,0.015,1.0272,5.335,Plates,Active,MX250/PL.15 304TL 0.4mm,3748.0,2592.0,2193.0,522.0,798.0,654.0,458.0,165555.62,35249.04,200804.66,2026.04.03,OPS-MX250,3892.0
Not approved,NW14_Northwind Oceania,NW14_MAT-100866,MAT-100866,S140/PL.17 304TL 0.4mm,1.335,ASSY_1,T-70157-C,PRJ-EPSILON-0693,P01_NW14_Northwind Oceania,MAT-100866,S140/PL.17 304TL 0.4mm,0,11 2026,4805,Plates,2026,11,NW14,Both,NW14,Plates,MAT-100866,S140/PL.17 304TL 0.4mm,194269.0,T-70157-C,ASSY_1,1.335,79297.0,B,Active,SF-100692,,P. Kovac,10,2026-11-17,Industrial,33620,685235.5,Medium,Partner,S140/PL.17 304TL 0.4mm,FERT,A,F,5.0,6.0,7.0,14.0,47.04,136.82,V-18861,SG-14,OPS-S140,N,PC,Assembly cell,S,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,1.0,"Available Capacity, hours",26.159999999999943,12.000064102564103,0.45871804673410277,OPS-S140,True,0.1694615384615385,RM-COIL-SS304,7.47,KG,COIL SS304 1250mm 0.4mm,2.0,0.027,0.02,1.0475,7.825,Plates,Active,S140/PL.17 304TL 0.4mm,9976.0,6007.0,7165.0,1679.0,2232.0,1073.0,751.0,457383.7,102333.64,559717.34,2026.04.03,OPS-S140,11135.0
Not approved,NW07_Northwind West Coast,NW07_MAT-100589,MAT-100589,S120/PL.40 304TL 0.5mm,1.128,ASSY_1,T-70620-C,PRJ-BETA-0317,P01_NW07_Northwind West Coast,MAT-100589,S120/PL.40 304TL 0.5mm,0,11 2026,3906,Plates,2026,11,NW07,Both,NW07,Plates,MAT-100589,S120/PL.40 304TL 0.5mm,193657.0,T-70620-C,ASSY_1,1.128,221640.0,B,Phase-out,SF-100316,APAC-East,T. Novak,90,2026-05-07,Data Center,33029,1040610.15,Large,OEM,S120/PL.40 304TL 0.5mm,HALB,A,E,21.0,4.0,30.0,60.0,89.58,83.71,V-56832,SG-69,OPS-S120,N,PC,Assembly cell,S,8/5,8.0,5.0,26.54,0.7885,1.0,1.0,"Available Capacity, hours",26.53999999999997,17.713076923076915,0.6674105848936298,OPS-S120,True,0.05265833333333335,RM-COIL-HC276,8.422,KG,COIL HASTELLOY C276 1250mm 0.5mm,8.0,0.042,0.008,1.0503,8.846,Plates,Active,S120/PL.40 304TL 0.5mm,11250.0,7008.0,4891.0,1440.0,1680.0,965.0,676.0,479594.8,71619.49,551214.29,2026.04.03,OPS-S120,11965.0
Not approved,NW06_Northwind Southeast,NW06_MAT-101299,MAT-101299,S160/PL.50 304TL 0.6mm,1.14,PRESS_1,T-70628-D,PRJ-ALPHA-0189,P01_NW06_Northwind Southeast,MAT-101299,S160/PL.50 304TL 0.6mm,0,11 2026,582,Plates,2026,11,NW06,Both,NW06,Plates,MAT-101299,S160/PL.50 304TL 0.6mm,163822.0,T-70628-D,PRESS_1,1.14,257928.0,C,Active,SF-100188,,H. Lindqvist,25,2026-04-14,Marine,10888,526796.46,Strategic,Partner,S160/PL.50 304TL 0.6mm,FERT,C,F,10.0,8.0,7.0,60.0,44.12,202.78,V-59301,SG-46,OPS-S160,Y,PC,Press 3300T,S,12/5,12.0,5.0,41.8,0.78,1.0,1.0,"Available Capacity, hours",41.80000000000011,20.958012820512817,0.501387866519444,OPS-S160,True,0.1045583333333334,RM-COIL-HC276,7.357,KG,COIL HASTELLOY C276 1250mm 0.5mm,6.0,0.016,0.02,1.0363,7.624,Plates,Active,S160/PL.50 304TL 0.6mm,2270.0,1594.0,904.0,347.0,169.0,500.0,350.0,46951.93,3495.54,50447.47,2026.04.03,OPS-S160,1939.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100861,MAT-100861,MX200/PL.12 304TL 0.7mm,1.314,GRINDING_1,T-70070-B,PRJ-DELTA-0255,P01_NW15_Northwind Indochina,MAT-100861,MX200/PL.12 304TL 0.7mm,0,11 2026,1184,Plates,2026,11,NW15,Both,NW15,Plates,MAT-100861,MX200/PL.12 304TL 0.7mm,108856.0,T-70070-B,GRINDING_1,1.314,271239.0,A,Phase-out,SF-100254,LATAM,T. Novak,90,2026-11-28,Data Center,49332,143052.96,Large,OEM,MX200/PL.12 304TL 0.7mm,HALB,B,F,14.0,6.0,14.0,45.0,54.65,10.01,V-61037,SG-81,OPS-MX200,Y,PC,Grinding line,S,12/6,12.0,6.0,41.62,0.703,1.5,1.0,"Available Capacity, hours",41.619999999999905,20.71410256410256,0.4976958809250987,OPS-MX200,False,0.1474634615384615,RM-COIL-AL,5.298,KG,COIL ALUMINUM 1300mm 0.6mm,2.0,0.053,0.008,1.0614,5.623,Plates,Active,MX200/PL.12 304TL 0.7mm,1175.0,802.0,425.0,147.0,2112.0,874.0,612.0,60304.48,108394.1,168698.58,2026.04.03,OPS-MX200,2413.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100744,MAT-100744,S62/PL.45 304TL 0.3mm,0.975,PRESS_4,T-70078-C,PRJ-GAMMA-0507,P01_NW15_Northwind Indochina,MAT-100744,S62/PL.45 304TL 0.3mm,0,11 2026,1291,Plates,2026,11,NW15,Both,NW15,Plates,MAT-100744,S62/PL.45 304TL 0.3mm,10934.0,T-70078-C,PRESS_4,0.975,284996.0,B,Active,SF-100506,APAC-South,T. Novak,10,2026-12-02,Marine,41598,1113364.18,Strategic,Distributor,S62/PL.45 304TL 0.3mm,ROH,A,X,10.0,6.0,7.0,14.0,50.98,82.91,V-54349,SG-21,OPS-S62,Y,PC,Press 11000T,L,24/5,24.0,5.0,78.8,0.74,2.0,3.0,"Available Capacity, hours",78.79999999999984,57.49384615384617,0.7296173369777448,OPS-S62,True,0.09329230769230767,RM-COIL-SS316,7.77,KG,COIL SS316 1250mm 0.5mm,4.0,0.011,0.013,1.0241,7.957,Plates,Active,S62/PL.45 304TL 0.3mm,2582.0,1625.0,855.0,347.0,1855.0,179.0,125.0,49060.82,35247.03,84307.85,2026.04.03,OPS-S62,4258.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-100664,MAT-100664,XL420/PL.15 304TL 0.3mm,2.258,PRES_8_1,T-70495-D,PRJ-ALPHA-0128,P01_NW03_Northwind Carpathia,MAT-100664,XL420/PL.15 304TL 0.3mm,0,11 2026,867,Plates,2026,11,NW03,Both,NW03,Plates,MAT-100664,XL420/PL.15 304TL 0.3mm,239059.0,T-70495-D,PRES_8_1,2.258,175167.0,D,Phase-out,SF-100127,APAC-East,R. Weber,90,2026-10-13,District Heating,38981,1119200.89,Medium,Direct,XL420/PL.15 304TL 0.3mm,HALB,A,X,7.0,2.0,30.0,21.0,72.59,138.8,V-34898,SG-101,OPS-XL420,N,PC,Press 13900T,L,24/5,24.0,5.0,81.2,0.76,2.0,3.0,"Available Capacity, hours",81.20000000000017,47.46756410256409,0.5845759125931526,OPS-XL420,False,0.12972115384615385,RM-COIL-AL,9.237,KG,COIL ALUMINUM 1300mm 0.6mm,3.0,0.023,0.026,1.0496,9.695,Plates,Active,XL420/PL.15 304TL 0.3mm,6322.0,4542.0,3049.0,756.0,24.0,449.0,314.0,205939.59,781.8,206721.4,2026.04.03,OPS-XL420,5897.0
Not approved,NW13_Northwind Andes,NW13_MAT-101494,MAT-101494,PRO-9X/PL.45 304TL 0.4mm,1.361,OVEN_1,T-70572-A,PRJ-BETA-0310,P01_NW13_Northwind Andes,MAT-101494,PRO-9X/PL.45 304TL 0.4mm,0,11 2026,752,Plates,2026,11,NW13,Both,NW13,Plates,MAT-101494,PRO-9X/PL.45 304TL 0.4mm,195581.0,T-70572-A,OVEN_1,1.361,305315.0,C,Active,SF-100309,APAC-South,C. Moreau,75,2026-10-15,Food & Beverage,18427,585874.49,Medium,Partner,PRO-9X/PL.45 304TL 0.4mm,HALB,A,X,5.0,4.0,30.0,28.0,3.47,132.08,V-89330,SG-61,OPS-PRO-9X,Y,PC,Curing oven,M,8/5,8.0,5.0,23.88,0.722,1.0,2.0,"Available Capacity, hours",23.880000000000077,12.37673076923077,0.5182885581754912,OPS-PRO-9X,True,0.03398589743589745,RM-COIL-SS304,7.447,KG,COIL SS304 1250mm 0.4mm,6.0,0.016,0.012,1.0282,7.657,Plates,Active,PRO-9X/PL.45 304TL 0.4mm,4907.0,2841.0,4360.0,344.0,3196.0,352.0,246.0,245432.15,159853.51,405285.66,2026.04.03,OPS-PRO-9X,7751.0
Not approved,NW13_Northwind Andes,NW13_MAT-101494,MAT-101494,PRO-9X/PL.45 304TL 0.4mm,1.361,OVEN_1,T-70572-A,PRJ-BETA-0310,P01_NW13_Northwind Andes,MAT-101494,PRO-9X/PL.45 304TL 0.4mm,0,11 2026,752,Plates,2026,11,NW13,Both,NW13,Plates,MAT-101494,PRO-9X/PL.45 304TL 0.4mm,195581.0,T-70572-A,OVEN_1,1.361,305315.0,C,Active,SF-100309,APAC-South,C. Moreau,75,2026-10-15,Food & Beverage,18427,585874.49,Medium,Partner,PRO-9X/PL.45 304TL 0.4mm,HALB,A,X,5.0,4.0,30.0,28.0,3.47,132.08,V-89330,SG-61,OPS-PRO-9X,Y,PC,Curing oven,M,8/5,8.0,5.0,23.88,0.722,1.0,2.0,"Available Capacity, hours",23.880000000000077,12.37673076923077,0.5182885581754912,OPS-PRO-9X,True,0.03398589743589745,RM-COIL-AL,5.961,KG,COIL ALUMINUM 1300mm 0.6mm,8.0,0.027,0.023,1.0506,6.263,Plates,Active,PRO-9X/PL.45 304TL 0.4mm,4907.0,2841.0,4360.0,344.0,3196.0,352.0,246.0,245432.15,159853.51,405285.66,2026.04.03,OPS-PRO-9X,7751.0
Not approved,NW04_Northwind Southbay,NW04_MAT-101363,MAT-101363,PRO-12X/PL.14 304TL 0.5mm,1.273,GRINDING_1,T-70351-D,PRJ-OMEGA-0109,P01_NW04_Northwind Southbay,MAT-101363,PRO-12X/PL.14 304TL 0.5mm,0,11 2026,1286,Plates,2026,11,NW04,Both,NW04,Plates,MAT-101363,PRO-12X/PL.14 304TL 0.5mm,99195.0,T-70351-D,GRINDING_1,1.273,154665.0,A,Active,SF-100108,APAC-South,M. Akiyama,25,2026-10-08,Industrial,37286,702659.83,Medium,Direct,PRO-12X/PL.14 304TL 0.5mm,ROH,B,E,5.0,4.0,14.0,21.0,74.01,8.08,V-12622,SG-55,OPS-PRO-12X,N,PC,Grinding line,S,12/6,12.0,6.0,45.3,0.7124999999999999,1.0,1.0,"Available Capacity, hours",45.30000000000012,24.652948717948732,0.5442152034867256,OPS-PRO-12X,True,0.09887564102564105,RM-COIL-NI,7.537,KG,COIL NICKEL 1200mm 0.35mm,2.0,0.026,0.008,1.0342,7.795,Plates,Active,PRO-12X/PL.14 304TL 0.5mm,4421.0,3129.0,2583.0,205.0,2706.0,340.0,238.0,156565.35,95830.32,252395.67,2026.04.03,OPS-PRO-12X,6787.0
Not approved,NW13_Northwind Andes,NW13_MAT-101054,MAT-101054,MX250/PL.05 304TL 0.6mm,1.064,PRESS_3,T-70378-D,PRJ-ALPHA-0489,P01_NW13_Northwind Andes,MAT-101054,MX250/PL.05 304TL 0.6mm,0,11 2026,4433,Plates,2026,11,NW13,Both,NW13,Plates,MAT-101054,MX250/PL.05 304TL 0.6mm,145200.0,T-70378-D,PRESS_3,1.064,146739.0,C,Phase-out,SF-100488,EMEA-East,C. Moreau,25,2026-05-08,Oil & Gas,48792,456007.34,Medium,Distributor,MX250/PL.05 304TL 0.6mm,HALB,B,E,7.0,8.0,30.0,35.0,21.87,142.96,V-62016,SG-93,OPS-MX250,N,PC,Press 8000T,M,8/5,8.0,5.0,25.4,0.76,1.0,2.0,"Available Capacity, hours",25.400000000000063,15.86288461538461,0.6245230163537233,OPS-MX250,False,0.17618141025641032,RM-COIL-SS316,6.27,KG,COIL SS316 1250mm 0.5mm,4.0,0.032,0.023,1.0557,6.619,Plates,Active,MX250/PL.05 304TL 0.6mm,249.0,215.0,75.0,37.0,1920.0,957.0,670.0,13838.84,106709.12,120547.96,2026.04.03,OPS-MX250,1212.0
